transaction_id,customer_id,merchant_id,device_id,ip_id,payment_instrument_id,coupon_id,timestamp,amount,currency,status,is_ring_transaction
TXN004652,CUST00425,MERCH0048,DEV00506,IP00070,PI00559,,2025-07-24T22:16:47,10065.19,INR,success,False
TXN004653,CUST00425,MERCH0001,DEV00439,IP00217,PI00558,,2025-01-22T10:17:38,10618.17,INR,success,False
TXN004654,CUST00426,MERCH0029,DEV00027,IP00154,PI00560,,2025-05-26T09:39:13,3959.82,INR,success,False
TXN004655,CUST00426,MERCH0017,DEV00562,IP00475,PI00560,,2025-08-10T13:36:21,6501.79,INR,success,False
TXN004656,CUST00426,MERCH0044,DEV00177,IP00474,PI00560,,2025-09-28T16:24:19,186.51,INR,success,False
TXN004657,CUST00426,MERCH0036,DEV00563,IP00069,PI00560,,2025-11-27T02:09:21,7679.85,INR,failed,False
TXN004658,CUST00426,MERCH0039,DEV00742,IP00243,PI00560,,2025-01-17T13:37:26,2648.6,INR,failed,False
TXN004659,CUST00426,MERCH0008,DEV00595,IP00424,PI00560,,2025-01-28T23:13:19,9736.46,INR,success,False
TXN004660,CUST00426,MERCH0044,DEV00281,IP00393,PI00560,,2026-04-06T21:26:03,7417.6,INR,success,False
TXN004661,CUST00427,MERCH0038,DEV00051,IP00374,PI00561,,2025-06-14T08:07:41,8853.45,INR,failed,False
TXN004662,CUST00427,MERCH0044,DEV00012,IP00086,PI00561,,2026-03-27T15:46:51,2623.69,INR,success,False
TXN004663,CUST00427,MERCH0030,DEV00575,IP00474,PI00561,,2026-04-10T05:39:20,5061.08,INR,success,False
TXN004664,CUST00427,MERCH0014,DEV00708,IP00415,PI00561,,2026-04-21T15:10:49,6525.03,INR,success,False
TXN004665,CUST00427,MERCH0036,DEV00238,IP00092,PI00561,,2025-01-27T08:50:00,12849.61,INR,success,False
TXN004666,CUST00427,MERCH0035,DEV00485,IP00329,PI00561,COUP00015,2025-12-30T08:07:56,7411.71,INR,success,False
TXN004667,CUST00428,MERCH0001,DEV00389,IP00278,PI00563,,2025-02-08T05:35:01,12345.4,INR,success,False
TXN004668,CUST00428,MERCH0023,DEV00691,IP00026,PI00563,,2025-05-06T13:23:24,11732.85,INR,success,False
TXN004669,CUST00428,MERCH0003,DEV00662,IP00441,PI00563,,2025-04-19T23:11:35,14459.47,INR,failed,False
TXN004670,CUST00428,MERCH0037,DEV00639,IP00368,PI00563,,2026-03-30T02:59:52,13783.07,INR,success,False
TXN004671,CUST00428,MERCH0004,DEV00798,IP00227,PI00563,,2025-03-21T20:20:30,6145.76,INR,pending,False
TXN004672,CUST00428,MERCH0023,DEV00738,IP00251,PI00563,,2026-01-24T23:57:54,11347.11,INR,success,False
TXN004673,CUST00428,MERCH0034,DEV00324,IP00309,PI00563,,2025-04-24T09:28:09,4109.19,INR,success,False
TXN004674,CUST00428,MERCH0045,DEV00716,IP00070,PI00563,,2025-06-28T01:40:47,8160.58,INR,failed,False
TXN004675,CUST00428,MERCH0043,DEV00437,IP00322,PI00563,,2026-05-28T22:04:30,12160.85,INR,success,False
TXN004676,CUST00428,MERCH0039,DEV00707,IP00391,PI00563,,2026-03-17T09:21:33,12067.65,INR,success,False
TXN004677,CUST00429,MERCH0004,DEV00760,IP00381,PI00564,,2025-03-05T11:23:34,7069.18,INR,success,True
TXN004678,CUST00429,MERCH0004,DEV00340,IP00399,PI00564,,2025-03-10T14:04:45,5560.91,INR,success,True
TXN004679,CUST00429,MERCH0008,DEV00830,IP00186,PI00565,,2025-06-20T01:27:33,2775.15,INR,success,True
TXN004680,CUST00429,MERCH0021,DEV00340,IP00381,PI00565,,2025-07-26T09:07:26,6364.93,INR,success,True
TXN004681,CUST00429,MERCH0008,DEV00760,IP00399,PI00564,COUP00030,2025-03-27T14:39:55,5208.46,INR,success,True
TXN004682,CUST00429,MERCH0049,DEV00340,IP00186,PI00565,,2025-04-24T05:27:46,9216.12,INR,success,True
TXN004683,CUST00429,MERCH0038,DEV00340,IP00399,PI00565,COUP00025,2026-04-10T00:31:38,1852.13,INR,success,True
TXN004684,CUST00429,MERCH0036,DEV00370,IP00381,PI00564,,2025-06-09T10:51:45,4251.1,INR,success,True
TXN004685,CUST00429,MERCH0049,DEV00370,IP00381,PI00564,,2025-03-10T12:01:49,10529.18,INR,success,True
TXN004686,CUST00429,MERCH0027,DEV00340,IP00186,PI00564,,2026-03-17T06:19:20,8372.93,INR,success,True
TXN004687,CUST00429,MERCH0017,DEV00760,IP00381,PI00565,COUP00025,2025-05-21T17:12:47,1296.36,INR,success,True
TXN004688,CUST00429,MERCH0043,DEV00340,IP00399,PI00565,,2026-02-04T02:41:25,12894.83,INR,success,True
TXN004689,CUST00429,MERCH0026,DEV00830,IP00399,PI00564,COUP00019,2025-02-20T12:47:04,13398.33,INR,failed,True
TXN004690,CUST00429,MERCH0039,DEV00760,IP00381,PI00564,,2025-06-15T20:13:47,526.43,INR,success,True
TXN004691,CUST00429,MERCH0005,DEV00760,IP00186,PI00564,,2025-08-09T07:14:22,14343.7,INR,success,True
TXN004692,CUST00429,MERCH0035,DEV00760,IP00381,PI00564,,2025-11-20T10:14:34,2904.28,INR,success,True
TXN004693,CUST00429,MERCH0011,DEV00340,IP00381,PI00565,,2025-05-29T02:17:01,12008.56,INR,pending,True
TXN004694,CUST00429,MERCH0001,DEV00340,IP00399,PI00565,COUP00004,2025-08-12T17:52:56,8502.5,INR,success,True
TXN004695,CUST00429,MERCH0034,DEV00340,IP00399,PI00564,,2026-03-23T08:06:08,996.73,INR,success,True
TXN004696,CUST00429,MERCH0025,DEV00340,IP00186,PI00565,,2025-12-14T12:26:19,1559.47,INR,success,True
TXN004697,CUST00429,MERCH0047,DEV00370,IP00186,PI00565,,2025-09-11T05:47:25,4410.62,INR,success,True
TXN004698,CUST00429,MERCH0013,DEV00760,IP00399,PI00564,COUP00035,2025-07-30T21:45:56,7925.94,INR,success,True
TXN004699,CUST00429,MERCH0037,DEV00830,IP00399,PI00564,,2025-12-04T13:57:07,3910.87,INR,success,True
TXN004700,CUST00429,MERCH0036,DEV00340,IP00186,PI00564,,2025-12-26T00:27:28,207.66,INR,success,True
TXN004701,CUST00429,MERCH0004,DEV00830,IP00399,PI00564,,2026-05-03T13:39:28,9013.51,INR,success,True
TXN004702,CUST00430,MERCH0048,DEV00836,IP00112,PI00566,COUP00034,2026-05-03T22:05:42,2015.84,INR,success,False
TXN004703,CUST00430,MERCH0006,DEV00335,IP00172,PI00566,,2025-05-15T05:15:54,2564.68,INR,success,False
TXN004704,CUST00430,MERCH0035,DEV00475,IP00215,PI00566,COUP00024,2025-12-08T15:52:21,6802.68,INR,failed,False
TXN004705,CUST00430,MERCH0030,DEV00881,IP00137,PI00566,,2026-01-26T14:05:05,11769.53,INR,success,False
TXN004706,CUST00430,MERCH0023,DEV00063,IP00131,PI00566,,2025-01-16T02:16:02,13237.28,INR,failed,False
TXN004707,CUST00431,MERCH0023,DEV00095,IP00095,PI00567,,2026-01-21T23:54:47,11981.64,INR,success,False
TXN004708,CUST00431,MERCH0039,DEV00582,IP00341,PI00567,,2025-12-09T02:26:04,1050.12,INR,success,False
TXN004709,CUST00431,MERCH0005,DEV00875,IP00462,PI00567,,2026-03-22T13:35:03,517.97,INR,pending,False
TXN004710,CUST00431,MERCH0020,DEV00022,IP00172,PI00567,,2026-04-02T07:14:41,2632.44,INR,success,False
TXN004711,CUST00431,MERCH0036,DEV00149,IP00425,PI00567,,2025-10-18T14:34:24,12268.67,INR,success,False
TXN004712,CUST00431,MERCH0044,DEV00814,IP00299,PI00567,,2025-06-18T14:53:11,6916.56,INR,success,False
TXN004713,CUST00431,MERCH0010,DEV00400,IP00381,PI00567,,2025-11-10T13:29:44,9699.54,INR,success,False
TXN004714,CUST00431,MERCH0050,DEV00015,IP00496,PI00567,,2025-05-22T03:48:15,7264.16,INR,success,False
TXN004715,CUST00431,MERCH0036,DEV00506,IP00005,PI00567,,2026-04-07T03:51:51,1626.77,INR,failed,False
TXN004716,CUST00431,MERCH0029,DEV00285,IP00189,PI00567,,2025-04-12T17:18:54,6589.85,INR,success,False
TXN004717,CUST00432,MERCH0033,DEV00729,IP00094,PI00568,,2025-09-12T05:15:01,13128.5,INR,success,True
TXN004718,CUST00432,MERCH0027,DEV00429,IP00459,PI00569,,2026-03-18T19:34:31,2652.72,INR,success,True
TXN004719,CUST00432,MERCH0030,DEV00429,IP00025,PI00569,COUP00027,2026-04-17T15:56:21,2683.67,INR,success,True
TXN004720,CUST00432,MERCH0014,DEV00253,IP00025,PI00568,,2025-11-20T15:03:21,11915.19,INR,success,True
TXN004721,CUST00432,MERCH0029,DEV00729,IP00459,PI00568,COUP00017,2025-12-04T13:35:31,1325.27,INR,failed,True
TXN004722,CUST00432,MERCH0004,DEV00429,IP00459,PI00568,COUP00009,2026-03-04T20:24:29,2574.46,INR,success,True
TXN004723,CUST00432,MERCH0020,DEV00429,IP00459,PI00568,COUP00026,2026-06-16T07:51:44,11734.64,INR,success,True
TXN004724,CUST00432,MERCH0019,DEV00253,IP00459,PI00568,COUP00005,2025-03-14T22:15:46,4923.82,INR,success,True
TXN004725,CUST00432,MERCH0013,DEV00429,IP00094,PI00568,,2025-11-19T02:54:47,11672.07,INR,success,True
TXN004726,CUST00432,MERCH0023,DEV00429,IP00459,PI00568,COUP00037,2025-07-20T21:23:54,12325.37,INR,success,True
TXN004727,CUST00432,MERCH0005,DEV00328,IP00025,PI00569,COUP00034,2026-04-01T21:06:03,5821.57,INR,success,True
TXN004728,CUST00432,MERCH0028,DEV00429,IP00094,PI00568,COUP00009,2026-05-20T10:53:43,7048.64,INR,success,True
TXN004729,CUST00432,MERCH0022,DEV00429,IP00459,PI00569,,2025-03-16T07:05:20,7391.43,INR,success,True
TXN004730,CUST00432,MERCH0007,DEV00729,IP00459,PI00568,,2026-06-07T21:07:25,1647.26,INR,success,True
TXN004731,CUST00432,MERCH0005,DEV00429,IP00094,PI00569,COUP00001,2026-03-01T04:50:44,8668.15,INR,failed,True
TXN004732,CUST00432,MERCH0041,DEV00253,IP00025,PI00569,,2025-02-26T05:23:32,13253.39,INR,success,True
TXN004733,CUST00432,MERCH0023,DEV00328,IP00094,PI00568,,2025-12-06T09:46:53,6223.55,INR,success,True
TXN004734,CUST00432,MERCH0020,DEV00729,IP00025,PI00569,COUP00009,2025-03-22T04:57:39,10380.47,INR,success,True
TXN004735,CUST00432,MERCH0022,DEV00253,IP00459,PI00569,,2026-01-08T11:38:37,5233.19,INR,pending,True
TXN004736,CUST00432,MERCH0009,DEV00429,IP00459,PI00568,,2026-04-26T12:55:44,4459.01,INR,success,True
TXN004737,CUST00432,MERCH0026,DEV00429,IP00459,PI00569,,2025-05-19T11:04:29,4735.59,INR,success,True
TXN004738,CUST00432,MERCH0023,DEV00429,IP00094,PI00568,,2025-06-18T17:00:18,12185.26,INR,pending,True
TXN004739,CUST00432,MERCH0005,DEV00328,IP00094,PI00568,,2026-04-29T13:29:00,4819.31,INR,failed,True
TXN004740,CUST00432,MERCH0040,DEV00429,IP00025,PI00568,,2026-04-22T14:28:42,10908.98,INR,success,True
TXN004741,CUST00432,MERCH0041,DEV00328,IP00025,PI00568,,2025-11-24T12:33:01,10942.66,INR,success,True
TXN004742,CUST00433,MERCH0005,DEV00778,IP00428,PI00570,,2026-01-23T07:45:29,1259.12,INR,pending,False
TXN004743,CUST00433,MERCH0004,DEV00890,IP00059,PI00570,COUP00017,2026-04-21T18:48:11,2870.5,INR,success,False
TXN004744,CUST00433,MERCH0027,DEV00319,IP00300,PI00570,,2025-02-06T08:45:42,10679.99,INR,success,False
TXN004745,CUST00433,MERCH0014,DEV00022,IP00103,PI00570,,2025-03-11T02:04:36,10316.11,INR,success,False
TXN004746,CUST00433,MERCH0015,DEV00139,IP00236,PI00570,,2025-05-22T00:55:35,11093.54,INR,success,False
TXN004747,CUST00433,MERCH0018,DEV00171,IP00175,PI00570,,2025-01-07T08:07:17,7426.57,INR,success,False
TXN004748,CUST00434,MERCH0031,DEV00837,IP00372,PI00572,,2026-04-10T22:08:17,4785.41,INR,success,False
TXN004749,CUST00434,MERCH0036,DEV00586,IP00181,PI00571,,2025-06-15T16:54:54,3919.04,INR,pending,False
TXN004750,CUST00434,MERCH0019,DEV00781,IP00038,PI00572,,2025-07-03T07:58:26,10287.61,INR,success,False
TXN004751,CUST00434,MERCH0005,DEV00465,IP00134,PI00571,,2025-07-21T07:16:18,6152.53,INR,success,False
TXN004752,CUST00434,MERCH0008,DEV00272,IP00348,PI00571,,2026-01-31T13:43:29,2260.49,INR,success,False
TXN004753,CUST00434,MERCH0037,DEV00659,IP00366,PI00572,,2025-06-15T19:36:29,4248.69,INR,success,False
TXN004754,CUST00434,MERCH0043,DEV00816,IP00155,PI00572,,2026-06-03T13:56:12,11696.71,INR,success,False
TXN004755,CUST00434,MERCH0012,DEV00309,IP00497,PI00571,,2025-08-30T02:04:34,9476.89,INR,success,False
TXN004756,CUST00434,MERCH0009,DEV00144,IP00318,PI00572,,2025-12-26T23:41:03,10796.72,INR,success,False
TXN004757,CUST00434,MERCH0018,DEV00066,IP00113,PI00571,,2026-01-08T13:18:16,13562.6,INR,success,False
TXN004758,CUST00434,MERCH0008,DEV00452,IP00207,PI00571,,2025-04-11T16:48:43,3252.27,INR,success,False
TXN004759,CUST00435,MERCH0041,DEV00331,IP00136,PI00573,,2025-10-01T02:13:53,13455.2,INR,failed,False
TXN004760,CUST00435,MERCH0001,DEV00797,IP00058,PI00573,,2026-03-20T14:02:50,11930.19,INR,success,False
TXN004761,CUST00435,MERCH0040,DEV00654,IP00441,PI00573,,2025-12-09T20:17:36,8468.39,INR,success,False
TXN004762,CUST00435,MERCH0026,DEV00874,IP00314,PI00573,,2025-07-07T08:14:09,2497.41,INR,success,False
TXN004763,CUST00435,MERCH0008,DEV00352,IP00496,PI00573,,2026-01-07T22:55:04,11435.37,INR,success,False
TXN004764,CUST00435,MERCH0034,DEV00597,IP00488,PI00573,,2026-05-13T13:00:24,7700.27,INR,failed,False
TXN004765,CUST00435,MERCH0020,DEV00741,IP00165,PI00573,COUP00016,2025-06-13T16:59:08,5161.91,INR,success,False
TXN004766,CUST00435,MERCH0044,DEV00038,IP00201,PI00573,,2025-10-10T03:24:25,4050.32,INR,success,False
TXN004767,CUST00435,MERCH0041,DEV00472,IP00497,PI00573,,2025-04-14T09:23:36,2499.49,INR,success,False
TXN004768,CUST00435,MERCH0030,DEV00724,IP00386,PI00573,,2025-12-31T15:43:27,4715.45,INR,success,False
TXN004769,CUST00435,MERCH0024,DEV00849,IP00064,PI00573,,2026-01-28T13:19:26,13040.62,INR,success,False
TXN004770,CUST00435,MERCH0039,DEV00086,IP00364,PI00573,,2025-09-30T13:22:58,5210.01,INR,success,False
TXN004771,CUST00435,MERCH0014,DEV00036,IP00036,PI00573,,2026-05-21T00:30:28,8207.0,INR,success,False
TXN004772,CUST00435,MERCH0009,DEV00333,IP00146,PI00573,,2025-09-07T16:10:52,2182.92,INR,success,False
TXN004773,CUST00436,MERCH0036,DEV00819,IP00267,PI00574,,2026-06-18T09:43:47,3146.66,INR,success,False
TXN004774,CUST00436,MERCH0004,DEV00055,IP00492,PI00574,,2025-04-10T12:44:55,454.63,INR,success,False
TXN004775,CUST00436,MERCH0046,DEV00719,IP00078,PI00574,,2026-03-16T12:45:13,2557.32,INR,success,False
TXN004776,CUST00436,MERCH0038,DEV00899,IP00036,PI00575,,2025-08-28T19:40:16,779.86,INR,success,False
TXN004777,CUST00436,MERCH0011,DEV00414,IP00446,PI00574,,2026-06-12T22:20:43,5734.43,INR,success,False
TXN004778,CUST00436,MERCH0039,DEV00460,IP00149,PI00575,COUP00002,2025-11-14T11:51:20,7367.31,INR,success,False
TXN004779,CUST00436,MERCH0012,DEV00708,IP00437,PI00575,,2025-09-12T13:33:36,10019.39,INR,success,False
TXN004780,CUST00436,MERCH0014,DEV00359,IP00303,PI00575,COUP00008,2026-04-10T05:45:58,5053.0,INR,success,False
TXN004781,CUST00436,MERCH0044,DEV00054,IP00061,PI00574,,2025-05-27T17:24:10,6531.61,INR,success,False
TXN004782,CUST00436,MERCH0028,DEV00399,IP00220,PI00575,,2025-07-20T17:54:02,9556.76,INR,success,False
TXN004783,CUST00436,MERCH0012,DEV00306,IP00149,PI00574,COUP00006,2025-12-04T14:58:16,1880.86,INR,success,False
TXN004784,CUST00436,MERCH0049,DEV00745,IP00134,PI00575,,2026-04-27T05:28:24,2790.09,INR,success,False
TXN004785,CUST00436,MERCH0026,DEV00384,IP00164,PI00575,,2025-09-27T12:37:47,13200.48,INR,success,False
TXN004786,CUST00436,MERCH0039,DEV00325,IP00001,PI00575,,2025-10-01T05:52:34,11997.03,INR,success,False
TXN004787,CUST00437,MERCH0030,DEV00536,IP00418,PI00576,,2025-10-01T21:42:59,2317.06,INR,success,False
TXN004788,CUST00437,MERCH0038,DEV00515,IP00145,PI00576,,2026-03-12T09:13:56,11920.43,INR,success,False
TXN004789,CUST00437,MERCH0027,DEV00650,IP00496,PI00576,,2026-02-18T06:36:32,7631.04,INR,success,False
TXN004790,CUST00437,MERCH0047,DEV00015,IP00051,PI00576,COUP00022,2026-02-15T10:29:27,8000.51,INR,failed,False
TXN004791,CUST00437,MERCH0043,DEV00320,IP00376,PI00576,,2025-08-10T10:35:13,11227.38,INR,success,False
TXN004792,CUST00438,MERCH0015,DEV00261,IP00445,PI00577,,2025-03-22T04:07:49,366.13,INR,success,False
TXN004793,CUST00438,MERCH0002,DEV00166,IP00255,PI00577,,2026-05-11T12:52:51,13136.79,INR,success,False
TXN004794,CUST00438,MERCH0042,DEV00839,IP00327,PI00577,,2026-05-27T16:45:49,12078.11,INR,success,False
TXN004795,CUST00438,MERCH0029,DEV00454,IP00292,PI00577,,2025-01-04T14:51:21,11039.39,INR,success,False
TXN004796,CUST00438,MERCH0038,DEV00866,IP00043,PI00577,COUP00017,2026-02-03T03:32:34,14081.4,INR,success,False
TXN004797,CUST00438,MERCH0019,DEV00026,IP00380,PI00577,,2026-04-10T03:31:17,7888.43,INR,success,False
TXN004798,CUST00438,MERCH0007,DEV00046,IP00158,PI00577,,2026-05-07T15:39:33,194.58,INR,success,False
TXN004799,CUST00438,MERCH0032,DEV00881,IP00388,PI00577,,2026-02-02T20:42:29,12721.82,INR,success,False
TXN004800,CUST00438,MERCH0011,DEV00332,IP00358,PI00577,,2025-03-02T05:10:06,8913.86,INR,success,False
TXN004801,CUST00438,MERCH0041,DEV00205,IP00234,PI00577,,2026-05-17T14:34:37,6029.68,INR,success,False
TXN004802,CUST00438,MERCH0045,DEV00289,IP00346,PI00577,COUP00031,2026-02-11T14:43:16,3523.38,INR,success,False
TXN004803,CUST00439,MERCH0007,DEV00596,IP00159,PI00579,,2026-06-22T04:04:59,1626.88,INR,success,False
TXN004804,CUST00439,MERCH0033,DEV00671,IP00415,PI00579,,2025-09-02T05:40:30,2164.94,INR,success,False
TXN004805,CUST00439,MERCH0028,DEV00503,IP00421,PI00579,,2025-10-23T04:41:19,3705.97,INR,success,False
TXN004806,CUST00439,MERCH0029,DEV00287,IP00470,PI00579,,2025-12-12T08:03:30,12427.0,INR,success,False
TXN004807,CUST00439,MERCH0026,DEV00701,IP00227,PI00578,,2025-06-09T23:40:14,9830.56,INR,success,False
TXN004808,CUST00439,MERCH0038,DEV00097,IP00491,PI00579,,2025-03-30T04:24:22,14859.53,INR,success,False
TXN004809,CUST00439,MERCH0034,DEV00319,IP00037,PI00579,,2025-04-18T09:20:05,4581.97,INR,success,False
TXN004810,CUST00439,MERCH0047,DEV00168,IP00162,PI00578,,2026-03-02T08:43:38,2681.99,INR,success,False
TXN004811,CUST00439,MERCH0043,DEV00011,IP00063,PI00578,,2025-03-10T04:46:54,10435.03,INR,success,False
TXN004812,CUST00439,MERCH0004,DEV00586,IP00342,PI00578,,2025-07-28T02:39:42,1437.2,INR,success,False
TXN004813,CUST00439,MERCH0030,DEV00047,IP00413,PI00579,COUP00030,2025-04-11T09:11:59,10534.01,INR,success,False
TXN004814,CUST00439,MERCH0038,DEV00321,IP00352,PI00579,,2025-03-14T10:11:28,13303.16,INR,success,False
TXN004815,CUST00439,MERCH0021,DEV00798,IP00257,PI00578,COUP00005,2025-05-27T15:50:15,4013.48,INR,success,False
TXN004816,CUST00439,MERCH0032,DEV00768,IP00005,PI00578,,2026-01-07T03:32:05,8811.5,INR,success,False
TXN004817,CUST00440,MERCH0013,DEV00660,IP00403,PI00581,,2026-02-06T21:01:25,10439.43,INR,success,False
TXN004818,CUST00440,MERCH0030,DEV00338,IP00141,PI00580,,2025-05-08T01:25:40,14215.18,INR,success,False
TXN004819,CUST00440,MERCH0043,DEV00640,IP00450,PI00581,,2025-10-27T22:44:59,6037.42,INR,success,False
TXN004820,CUST00440,MERCH0031,DEV00622,IP00321,PI00580,,2025-12-05T22:34:50,8618.5,INR,failed,False
TXN004821,CUST00440,MERCH0008,DEV00135,IP00402,PI00581,,2025-04-26T19:53:27,14647.64,INR,success,False
TXN004822,CUST00440,MERCH0020,DEV00421,IP00483,PI00581,,2026-01-31T04:13:20,5321.04,INR,success,False
TXN004823,CUST00440,MERCH0036,DEV00451,IP00485,PI00580,,2026-03-29T04:24:49,8586.7,INR,failed,False
TXN004824,CUST00440,MERCH0021,DEV00021,IP00353,PI00581,,2026-05-24T02:19:50,10536.77,INR,success,False
TXN004825,CUST00440,MERCH0018,DEV00514,IP00024,PI00580,,2026-04-08T06:55:27,14007.14,INR,success,False
TXN004826,CUST00440,MERCH0043,DEV00462,IP00265,PI00581,,2025-04-30T07:58:25,8327.5,INR,success,False
TXN004827,CUST00440,MERCH0044,DEV00633,IP00460,PI00581,,2025-08-03T07:35:59,12133.66,INR,success,False
TXN004828,CUST00440,MERCH0006,DEV00614,IP00029,PI00581,,2025-12-22T13:56:21,3593.11,INR,success,False
TXN004829,CUST00441,MERCH0049,DEV00621,IP00086,PI00583,,2026-05-07T15:37:23,413.87,INR,success,False
TXN004830,CUST00441,MERCH0034,DEV00789,IP00410,PI00582,,2026-02-24T07:50:26,269.54,INR,success,False
TXN004831,CUST00441,MERCH0031,DEV00017,IP00008,PI00582,,2026-06-15T12:03:21,6376.55,INR,success,False
TXN004832,CUST00441,MERCH0028,DEV00749,IP00406,PI00583,,2026-01-10T03:57:17,9509.75,INR,success,False
TXN004833,CUST00441,MERCH0011,DEV00005,IP00313,PI00582,,2025-06-07T07:26:42,2003.97,INR,success,False
TXN004834,CUST00441,MERCH0021,DEV00106,IP00205,PI00582,,2026-03-02T07:59:05,11626.44,INR,success,False
TXN004835,CUST00441,MERCH0010,DEV00735,IP00459,PI00582,,2025-05-16T13:22:16,4644.05,INR,success,False
TXN004836,CUST00441,MERCH0004,DEV00275,IP00037,PI00582,,2025-04-18T07:59:01,8387.32,INR,failed,False
TXN004837,CUST00441,MERCH0042,DEV00684,IP00042,PI00583,,2026-05-16T10:10:14,8174.96,INR,success,False
TXN004838,CUST00441,MERCH0013,DEV00171,IP00344,PI00582,,2026-06-04T21:53:22,2729.18,INR,success,False
TXN004839,CUST00441,MERCH0039,DEV00436,IP00387,PI00583,,2025-08-22T20:50:27,1308.13,INR,success,False
TXN004840,CUST00441,MERCH0010,DEV00725,IP00049,PI00582,,2026-01-30T19:42:02,3674.32,INR,success,False
TXN004841,CUST00442,MERCH0012,DEV00771,IP00355,PI00584,,2025-12-13T11:46:27,11709.23,INR,failed,False
TXN004842,CUST00442,MERCH0009,DEV00678,IP00183,PI00584,,2025-09-25T18:24:48,7223.34,INR,success,False
TXN004843,CUST00442,MERCH0044,DEV00895,IP00136,PI00584,,2025-02-09T19:45:20,12051.88,INR,failed,False
TXN004844,CUST00442,MERCH0044,DEV00170,IP00466,PI00584,,2025-07-17T11:32:44,3089.54,INR,success,False
TXN004845,CUST00442,MERCH0042,DEV00504,IP00130,PI00584,,2025-06-19T14:51:57,7917.41,INR,success,False
TXN004846,CUST00442,MERCH0004,DEV00860,IP00138,PI00584,,2025-12-07T03:55:48,6062.35,INR,success,False
TXN004847,CUST00442,MERCH0041,DEV00851,IP00332,PI00584,,2025-01-04T10:36:18,7363.92,INR,success,False
TXN004848,CUST00442,MERCH0033,DEV00765,IP00341,PI00584,,2025-12-04T15:34:30,8765.23,INR,success,False
TXN004849,CUST00443,MERCH0030,DEV00096,IP00373,PI00585,,2026-01-13T21:30:05,3471.65,INR,success,False
TXN004850,CUST00443,MERCH0038,DEV00228,IP00257,PI00585,,2025-09-16T04:18:41,2846.78,INR,success,False
TXN004851,CUST00443,MERCH0019,DEV00741,IP00477,PI00585,,2026-02-19T21:34:41,4965.18,INR,success,False
TXN004852,CUST00443,MERCH0049,DEV00749,IP00149,PI00585,,2026-04-07T11:37:36,14283.98,INR,success,False
TXN004853,CUST00443,MERCH0010,DEV00475,IP00481,PI00585,,2025-05-12T02:05:02,6975.11,INR,success,False
TXN004854,CUST00443,MERCH0037,DEV00411,IP00080,PI00586,,2026-05-06T21:02:43,2458.26,INR,success,False
TXN004855,CUST00443,MERCH0008,DEV00673,IP00069,PI00586,,2025-07-23T15:25:38,10777.78,INR,success,False
TXN004856,CUST00443,MERCH0029,DEV00155,IP00028,PI00586,COUP00002,2025-12-13T21:27:29,9607.12,INR,success,False
TXN004857,CUST00443,MERCH0031,DEV00711,IP00201,PI00585,,2025-09-16T14:31:14,5588.76,INR,failed,False
TXN004858,CUST00443,MERCH0017,DEV00429,IP00233,PI00585,,2025-02-03T12:06:33,11803.8,INR,failed,False
TXN004859,CUST00443,MERCH0034,DEV00128,IP00359,PI00585,,2026-01-17T08:03:55,3602.13,INR,success,False
TXN004860,CUST00443,MERCH0044,DEV00294,IP00385,PI00585,,2025-05-09T16:53:17,14676.47,INR,success,False
TXN004861,CUST00444,MERCH0031,DEV00220,IP00115,PI00587,,2026-03-12T00:15:49,11713.03,INR,failed,False
TXN004862,CUST00444,MERCH0013,DEV00809,IP00351,PI00587,COUP00013,2025-09-01T02:23:05,11681.73,INR,success,False
TXN004863,CUST00444,MERCH0049,DEV00522,IP00483,PI00587,,2025-06-28T11:57:03,4115.15,INR,success,False
TXN004864,CUST00444,MERCH0007,DEV00847,IP00472,PI00587,,2025-03-23T21:22:27,13982.27,INR,success,False
TXN004865,CUST00444,MERCH0018,DEV00379,IP00408,PI00587,,2026-03-20T15:53:07,11590.21,INR,success,False
TXN004866,CUST00445,MERCH0030,DEV00719,IP00187,PI00588,,2026-01-23T07:19:13,2158.09,INR,pending,False
TXN004867,CUST00445,MERCH0034,DEV00658,IP00299,PI00588,,2025-05-18T19:14:46,9366.85,INR,success,False
TXN004868,CUST00445,MERCH0037,DEV00535,IP00121,PI00588,,2025-04-22T06:22:39,3238.9,INR,success,False
TXN004869,CUST00445,MERCH0028,DEV00097,IP00323,PI00588,COUP00012,2026-03-25T21:50:04,8470.73,INR,success,False
TXN004870,CUST00445,MERCH0025,DEV00042,IP00394,PI00588,,2025-06-02T15:25:24,13708.33,INR,success,False
TXN004871,CUST00445,MERCH0025,DEV00559,IP00202,PI00588,,2025-07-19T22:57:14,12716.36,INR,success,False
TXN004872,CUST00445,MERCH0035,DEV00280,IP00423,PI00588,,2025-07-19T03:39:32,1319.66,INR,success,False
TXN004873,CUST00445,MERCH0012,DEV00352,IP00135,PI00588,,2025-03-24T04:04:58,5080.17,INR,success,False
TXN004874,CUST00445,MERCH0048,DEV00235,IP00008,PI00588,,2025-12-23T19:20:34,7928.89,INR,pending,False
TXN004875,CUST00445,MERCH0002,DEV00346,IP00258,PI00588,,2025-04-16T07:14:13,2504.3,INR,failed,False
TXN004876,CUST00445,MERCH0024,DEV00822,IP00093,PI00588,,2026-01-05T05:59:35,1808.12,INR,failed,False
