transaction_id,customer_id,ring_id,timestamp,amount,hour_of_day,day_of_week,account_age_days,kyc_verified,customer_txn_number,customer_avg_amount_before,amount_zscore,customer_refund_count_before,customer_chargeback_count_before,coupon_used,coupon_usage_count_before,coupon_max_uses,coupon_over_limit,device_distinct_customers,ip_distinct_customers,num_payment_instruments,instrument_card,instrument_upi,instrument_wallet,merchant_risk_high,merchant_risk_low,merchant_risk_medium,label,split,anomaly_score,ml_risk_score,anomaly_score_clipped,graph_risk_score,combined_risk_score,decision
TXN014127,CUST01325,,2025-04-17 01:29:22,3200.4,1,3,0,1,4,7636.13,-1.5569235808149622,0,0,0,0,-1.0,0,1,3,1,True,False,False,False,False,True,False,train,0.1053,3.0518117e-05,0.1053,0.0,0.0211,ALLOW
TXN001386,CUST00128,,2025-04-17 02:48:35,8942.05,2,3,0,1,1,8942.05,0.0,0,0,0,0,-1.0,0,5,4,1,False,False,True,False,True,False,False,train,0.0619,9.931814e-05,0.0619,0.0,0.0124,ALLOW
TXN010285,CUST00958,,2025-04-17 02:50:24,4645.18,2,3,0,1,2,10737.23,-6092.049999999999,0,0,0,0,-1.0,0,2,7,1,False,True,False,False,True,False,False,train,0.2364,9.187423e-05,0.2364,0.0,0.0473,ALLOW
TXN017793,CUST01646,,2025-04-17 02:51:25,6358.91,2,3,0,1,3,7027.075000000001,-0.2082453835209198,0,0,0,0,-1.0,0,2,3,1,False,False,True,False,True,False,False,train,0.067,3.274171e-05,0.067,1.0,0.3134,STEP_UP_VERIFICATION
TXN004344,CUST00415,,2025-04-17 03:01:48,2497.93,3,3,42,1,3,7913.345,-1.2232371657829308,0,0,0,0,-1.0,0,3,3,2,True,False,False,False,True,False,False,train,0.0973,2.5759364e-05,0.0973,1.0,0.3195,STEP_UP_VERIFICATION
TXN008617,CUST00808,,2025-04-17 03:15:22,12762.15,3,3,0,1,4,7814.606666666667,1.0959420511378422,0,0,1,12,50.0,0,4,4,2,False,False,True,False,True,False,False,train,0.1201,6.2998624e-05,0.1201,1.0,0.3241,STEP_UP_VERIFICATION
TXN002879,CUST00274,,2025-04-17 04:42:09,13400.52,4,3,0,1,3,6525.935,3.4696990170222977,0,0,0,0,-1.0,0,6,4,1,True,False,False,True,False,False,False,train,0.0684,1.1905852e-05,0.0684,1.0,0.3137,STEP_UP_VERIFICATION
TXN001343,CUST00124,,2025-04-17 05:35:14,11356.34,5,3,0,1,4,8357.22,0.4333721886158846,1,0,0,0,-1.0,0,7,3,2,False,True,False,False,True,False,False,train,0.0937,4.411353e-05,0.0937,1.0,0.3188,STEP_UP_VERIFICATION
TXN004188,CUST00402,,2025-04-17 05:37:01,6005.97,5,3,0,1,3,3089.03,0.7186868207399068,1,0,0,0,-1.0,0,3,6,2,True,False,False,True,False,False,False,train,0.1474,4.2011543e-05,0.1474,1.0,0.3295,STEP_UP_VERIFICATION
TXN004927,CUST00466,,2025-04-17 06:18:06,778.3,6,3,0,0,3,12048.625,-2.927137913576453,0,0,0,0,-1.0,0,2,3,2,True,False,False,False,True,False,False,train,0.1373,3.0660707e-05,0.1373,0.0,0.0275,ALLOW
TXN002778,CUST00262,,2025-04-17 06:52:46,12915.93,6,3,0,1,5,8294.904999999999,0.7404156135890367,0,0,0,0,-1.0,0,4,4,2,False,True,False,False,True,False,False,train,0.038,1.652033e-05,0.038,1.0,0.3076,STEP_UP_VERIFICATION
TXN004793,CUST00454,,2025-04-17 07:51:43,4053.36,7,3,0,1,4,9006.03,-2.141114500180376,0,0,0,0,-1.0,0,5,4,1,False,True,False,False,True,False,False,train,0.0247,1.5690523e-05,0.0247,1.0,0.3049,STEP_UP_VERIFICATION
TXN008030,CUST00751,,2025-04-17 09:58:10,797.83,9,3,0,1,3,8553.725,-2.016656137184875,0,0,0,0,-1.0,0,3,4,1,False,False,True,False,True,False,False,train,0.0534,3.739674e-05,0.0534,0.0,0.0107,ALLOW
TXN017376,CUST01608,,2025-04-17 10:09:55,5411.48,10,3,0,1,2,14748.71,-9337.23,0,0,0,0,-1.0,0,6,4,2,False,False,True,True,False,False,False,train,0.3008,3.7754606e-05,0.3008,0.0,0.0602,ALLOW
TXN010992,CUST01027,,2025-04-17 10:43:14,6453.16,10,3,38,1,6,7431.584,-0.4014395190516249,0,0,0,0,-1.0,0,4,5,1,False,False,True,True,False,False,False,train,0.0364,1.2192362e-05,0.0364,1.0,0.3073,STEP_UP_VERIFICATION
TXN018998,CUST01767,,2025-04-17 10:49:19,5404.51,10,3,0,1,2,10729.71,-5325.199999999999,0,0,0,0,-1.0,0,3,3,1,False,True,False,False,True,False,False,train,0.1332,3.0956242e-05,0.1332,0.0,0.0267,ALLOW
TXN008237,CUST00771,,2025-04-17 12:16:11,2181.71,12,3,0,1,3,7603.125,-5.774285557394564,0,0,1,14,500.0,0,4,2,1,False,False,True,False,False,True,False,train,0.1477,3.7696183e-05,0.1477,1.0,0.3296,STEP_UP_VERIFICATION
TXN018635,CUST01734,,2025-04-17 12:45:19,9601.56,12,3,46,1,4,7898.963333333333,0.8734361949346009,0,0,0,0,-1.0,0,4,6,1,False,False,True,False,True,False,False,train,0.0364,9.225634e-06,0.0364,1.0,0.3073,STEP_UP_VERIFICATION
TXN016587,CUST01540,,2025-04-17 13:31:58,2546.36,13,3,0,1,2,887.56,1658.8000000000002,0,0,0,0,-1.0,0,3,3,1,False,False,True,False,True,False,False,train,0.1784,1.6991627e-05,0.1784,0.0,0.0357,ALLOW
TXN015663,CUST01462,,2025-04-17 14:08:55,7562.35,14,3,101,1,4,10265.98,-0.8659539899695535,0,0,0,0,-1.0,0,3,4,1,True,False,False,False,True,False,False,train,0.0987,6.701965e-06,0.0987,0.0,0.0197,ALLOW
TXN018950,CUST01762,,2025-04-17 14:15:09,4382.26,14,3,0,1,2,9415.69,-5033.43,0,0,0,0,-1.0,0,7,7,1,True,False,False,False,True,False,False,train,0.1443,2.8796476e-05,0.1443,0.0,0.0289,ALLOW
TXN013997,CUST01313,,2025-04-17 15:51:16,4875.98,15,3,0,1,3,8102.39,-1.3820149079459467,0,0,0,0,-1.0,0,4,6,1,True,False,False,False,True,False,False,train,0.0141,1.2308289e-05,0.0141,1.0,0.3028,STEP_UP_VERIFICATION
TXN007513,CUST00703,,2025-04-17 16:05:17,11094.06,16,3,0,1,1,11094.06,0.0,0,0,0,0,-1.0,0,2,6,2,False,False,True,False,True,False,False,train,0.1064,3.5680572e-05,0.1064,1.0,0.3213,STEP_UP_VERIFICATION
TXN018446,CUST01715,,2025-04-17 16:19:55,12586.61,16,3,0,1,1,12586.61,0.0,0,0,0,0,-1.0,0,5,8,2,False,False,True,False,False,True,False,train,0.1664,3.5680572e-05,0.1664,1.0,0.3333,STEP_UP_VERIFICATION
TXN004789,CUST00453,,2025-04-17 17:39:15,10997.8,17,3,7,1,4,5577.830000000001,1.6017184928238732,1,0,0,0,-1.0,0,2,7,1,True,False,False,False,True,False,False,train,0.1341,2.4824922e-05,0.1341,1.0,0.3268,STEP_UP_VERIFICATION
TXN002739,CUST00258,,2025-04-17 18:00:21,195.61,18,3,0,1,4,6753.516666666666,-1.886355184649379,1,0,0,0,-1.0,0,7,6,2,True,False,False,False,True,False,False,train,0.1422,4.682205e-05,0.1422,1.0,0.3285,STEP_UP_VERIFICATION
TXN019365,CUST01799,,2025-04-17 18:07:47,13118.17,18,3,0,1,3,3763.665,2.578839836077087,0,0,0,0,-1.0,0,2,4,1,True,False,False,False,True,False,False,train,0.1073,1.0560405e-05,0.1073,1.0,0.3215,STEP_UP_VERIFICATION
TXN001903,CUST00174,,2025-04-17 18:37:00,5492.41,18,3,0,1,3,10502.89,-2.293702341645673,0,0,0,0,-1.0,0,4,6,1,False,True,False,True,False,False,False,train,0.0416,1.0315255e-05,0.0416,1.0,0.3083,STEP_UP_VERIFICATION
TXN004354,CUST00416,,2025-04-17 19:01:50,6290.46,19,3,0,1,3,8193.619999999999,-0.5399493414554152,0,0,0,0,-1.0,0,4,3,1,False,True,False,False,True,False,False,train,0.0279,1.1573365e-05,0.0279,0.0,0.0056,ALLOW
TXN018049,CUST01674,,2025-04-17 19:20:51,8413.6,19,3,0,1,2,7322.22,1091.38,0,0,0,0,-1.0,0,6,9,2,True,False,False,False,False,True,False,train,0.117,0.00058873335,0.117,1.0,0.3237,STEP_UP_VERIFICATION
TXN012544,CUST01169,,2025-04-17 20:16:07,7028.57,20,3,69,1,4,6747.396666666667,0.0743400646773767,0,0,0,0,-1.0,0,5,5,1,False,False,True,False,True,False,False,train,0.0692,9.225634e-06,0.0692,1.0,0.3138,STEP_UP_VERIFICATION
TXN005196,CUST00490,,2025-04-17 20:23:18,12054.17,20,3,0,1,4,5859.12,6.48608037054179,0,0,0,0,-1.0,0,7,6,1,False,True,False,False,True,False,False,train,0.0739,1.1573365e-05,0.0739,1.0,0.3148,STEP_UP_VERIFICATION
TXN008695,CUST00816,,2025-04-17 20:40:41,11992.79,20,3,0,1,4,8299.02,0.7263857028390627,0,0,0,0,-1.0,0,10,3,1,True,False,False,False,True,False,False,train,0.0908,0.00016283963,0.0908,1.0,0.3182,STEP_UP_VERIFICATION
TXN020402,CUST01892,,2025-04-17 21:04:14,8232.08,21,3,0,0,4,9915.183333333332,-1.6891112877618693,0,0,0,0,-1.0,0,6,2,1,True,False,False,False,False,True,False,train,0.084,8.90149e-06,0.084,0.0,0.0168,ALLOW
TXN016609,CUST01542,,2025-04-17 22:10:47,7931.47,22,3,0,1,3,6689.435,0.18378207988278,0,0,0,0,-1.0,0,6,2,2,True,False,False,False,True,False,False,train,0.0824,1.2657676e-05,0.0824,1.0,0.3165,STEP_UP_VERIFICATION
TXN010245,CUST00954,,2025-04-18 00:33:40,11764.53,0,4,0,1,2,2048.08,9716.45,0,0,0,0,-1.0,0,5,3,2,False,False,True,False,True,False,False,train,0.3437,7.742986e-05,0.3437,0.0,0.0688,ALLOW
TXN013357,CUST01248,,2025-04-18 00:42:16,897.48,0,4,52,0,3,6876.74,-3.557913452052441,0,0,0,0,-1.0,0,6,5,1,False,False,True,False,True,False,False,train,0.1486,4.1971176e-05,0.1486,0.0,0.0297,ALLOW
TXN016990,CUST01572,,2025-04-18 01:10:33,12653.84,1,4,0,1,5,6966.620000000001,0.9924200913528296,0,0,0,0,-1.0,0,6,4,2,True,False,False,False,True,False,False,train,0.072,3.9490762e-05,0.072,0.0,0.0144,ALLOW
TXN012673,CUST01182,,2025-04-18 01:51:12,1542.45,1,4,0,1,8,6520.5542857142855,-1.1035203929014863,0,0,0,0,-1.0,0,4,1,2,False,False,True,False,True,False,False,train,0.1733,7.1205075e-05,0.1733,1.0,0.3347,STEP_UP_VERIFICATION
TXN010187,CUST00947,,2025-04-18 01:54:28,11857.66,1,4,0,1,3,5147.96,1.1975068828881104,1,0,0,0,-1.0,0,7,5,1,False,False,True,False,True,False,False,train,0.1655,6.84277e-05,0.1655,0.0,0.0331,ALLOW
TXN003890,CUST00374,,2025-04-18 03:35:53,422.76,3,4,73,1,3,4048.59,-0.8888519407268698,0,0,1,18,500.0,0,3,1,1,True,False,False,False,True,False,False,train,0.33,4.59321e-05,0.33,1.0,0.366,STEP_UP_VERIFICATION
TXN008538,CUST00800,,2025-04-18 04:43:23,7724.95,4,4,0,1,4,8715.406666666666,-0.4082450306429351,0,0,0,0,-1.0,0,3,6,1,False,True,False,True,False,False,False,train,0.0409,1.1882509e-05,0.0409,0.0,0.0082,ALLOW
TXN009771,CUST00916,,2025-04-18 05:28:29,4100.47,5,4,0,1,5,6751.8025,-0.7586167205140824,0,0,0,0,-1.0,0,9,3,1,True,False,False,False,True,False,False,train,0.0802,0.00033932898,0.0802,1.0,0.3162,STEP_UP_VERIFICATION
TXN019094,CUST01776,,2025-04-18 07:00:48,2214.72,7,4,0,1,3,4238.58,-0.4361016870652822,0,0,0,0,-1.0,0,7,2,1,False,False,True,False,True,False,False,train,0.1103,3.5003453e-05,0.1103,1.0,0.3221,STEP_UP_VERIFICATION
TXN004571,CUST00436,,2025-04-18 07:22:19,14919.66,7,4,94,1,5,7110.8875,1.552532712284052,0,0,0,0,-1.0,0,5,3,1,True,False,False,False,True,False,False,train,0.1351,9.912749e-06,0.1351,1.0,0.327,STEP_UP_VERIFICATION
TXN013400,CUST01252,,2025-04-18 07:52:37,8037.13,7,4,0,1,2,6059.21,1977.92,0,0,0,0,-1.0,0,4,6,2,False,False,True,False,True,False,False,train,0.0604,5.059934e-05,0.0604,0.0,0.0121,ALLOW
TXN018182,CUST01688,,2025-04-18 08:29:31,14362.19,8,4,0,1,4,9748.88,2.8175187427999835,0,0,0,0,-1.0,0,6,1,1,True,False,False,False,False,True,False,train,0.123,1.3148833e-05,0.123,1.0,0.3246,STEP_UP_VERIFICATION
TXN017449,CUST01615,,2025-04-18 08:36:40,8301.44,8,4,0,1,1,8301.44,0.0,0,0,0,0,-1.0,0,5,1,1,False,False,True,False,True,False,False,train,0.0824,4.8966605e-05,0.0824,0.0,0.0165,ALLOW
TXN012191,CUST01135,,2025-04-18 08:37:22,14052.48,8,4,3,1,1,14052.48,0.0,0,0,0,0,-1.0,0,8,3,1,False,False,True,False,False,True,False,train,0.2172,4.321461e-05,0.2172,1.0,0.3435,STEP_UP_VERIFICATION
TXN001508,CUST00140,,2025-04-18 08:56:47,6122.56,8,4,0,1,3,6497.54,-0.3785544605589869,0,0,0,0,-1.0,0,6,5,1,False,True,False,False,True,False,False,train,0.0278,1.7027232e-05,0.0278,0.0,0.0056,ALLOW
TXN002560,CUST00240,,2025-04-18 09:30:44,2131.74,9,4,95,1,4,2698.3833333333337,-0.4322603895870311,0,0,0,0,-1.0,0,4,4,1,False,True,False,False,True,False,False,train,0.1417,2.0974894e-05,0.1417,0.0,0.0284,ALLOW
TXN010033,CUST00934,RING005,2025-04-18 10:41:26,4912.14,10,4,0,1,4,9078.63,-0.7923800504135099,3,1,1,21,500.0,0,22,22,1,False,False,True,True,False,False,True,train,0.6437,0.9999927,0.6437,1.0,0.9287,BLOCK
TXN007510,CUST00703,,2025-04-18 10:52:45,8662.94,10,4,0,1,2,11094.06,-2431.119999999999,0,0,0,0,-1.0,0,5,5,2,True,False,False,False,True,False,False,train,0.0879,3.6758567e-05,0.0879,1.0,0.3176,STEP_UP_VERIFICATION
TXN004379,CUST00419,,2025-04-18 13:07:21,13860.63,13,4,0,1,4,8627.24,4.329783392685804,0,0,0,0,-1.0,0,2,9,2,False,True,False,False,False,True,False,train,0.1249,0.0004014445,0.1249,1.0,0.3252,STEP_UP_VERIFICATION
TXN005078,CUST00478,,2025-04-18 13:23:18,8309.76,13,4,0,1,3,4735.995,1.2180793287720515,1,0,0,0,-1.0,0,4,4,2,False,False,True,False,True,False,False,train,0.1047,3.957668e-05,0.1047,1.0,0.321,STEP_UP_VERIFICATION
TXN012140,CUST01131,,2025-04-18 13:48:08,11409.48,13,4,0,1,4,9187.34,0.4230511345560563,0,0,1,19,100.0,0,2,2,2,False,False,True,False,True,False,False,train,0.1662,2.343211e-05,0.1662,1.0,0.3333,STEP_UP_VERIFICATION
TXN011225,CUST01047,,2025-04-18 13:57:39,1757.24,13,4,24,1,4,8566.233333333334,-1.1589735858282884,0,0,0,0,-1.0,0,3,3,1,True,False,False,False,False,True,False,train,0.0665,2.235539e-05,0.0665,1.0,0.3133,STEP_UP_VERIFICATION
TXN014548,CUST01363,,2025-04-18 14:25:40,10255.5,14,4,0,1,1,10255.5,0.0,0,0,0,0,-1.0,0,1,9,2,True,False,False,False,True,False,False,train,0.1662,0.0006673905,0.1662,1.0,0.3336,STEP_UP_VERIFICATION
TXN015833,CUST01475,,2025-04-18 14:53:42,6715.94,14,4,0,1,5,8287.2125,-0.4289519385761933,0,0,0,0,-1.0,0,3,1,1,True,False,False,False,True,False,False,train,0.0636,1.1112056e-05,0.0636,0.0,0.0127,ALLOW
TXN020224,CUST01878,,2025-04-18 15:34:35,1349.4,15,4,0,1,3,5167.97,-41.356053628971,0,0,0,0,-1.0,0,4,4,2,True,False,False,False,True,False,False,train,0.063,3.264945e-05,0.063,0.0,0.0126,ALLOW
TXN007071,CUST00664,,2025-04-18 15:43:55,480.5,15,4,0,1,2,6239.42,-5758.92,0,0,0,0,-1.0,0,4,5,2,True,False,False,False,False,True,False,train,0.1553,6.091979e-05,0.1553,0.0,0.0311,ALLOW
TXN018760,CUST01744,,2025-04-18 16:55:56,11975.05,16,4,0,1,2,13353.74,-1378.6900000000005,0,0,0,0,-1.0,0,6,4,2,False,True,False,False,False,True,False,train,0.1398,3.3986293e-05,0.1398,0.0,0.028,ALLOW
TXN013423,CUST01255,,2025-04-18 17:07:22,8191.88,17,4,0,1,1,8191.88,0.0,0,0,1,18,200.0,0,8,5,2,True,False,False,False,True,False,False,train,0.1918,4.5845063e-05,0.1918,1.0,0.3384,STEP_UP_VERIFICATION
TXN021240,CUST01968,,2025-04-18 17:39:56,736.98,17,4,60,1,3,8324.77,-9.915502879672308,0,0,0,0,-1.0,0,5,7,1,True,False,False,False,True,False,False,train,0.1271,1.9879837e-05,0.1271,1.0,0.3254,STEP_UP_VERIFICATION
TXN004401,CUST00421,,2025-04-18 17:42:56,2748.37,17,4,0,1,3,10895.73,-1.4208755295907418,0,0,0,0,-1.0,0,3,4,1,False,True,False,False,True,False,False,train,0.0779,1.6663924e-05,0.0779,1.0,0.3156,STEP_UP_VERIFICATION
TXN015763,CUST01469,,2025-04-18 17:54:48,8714.53,17,4,0,1,2,4517.79,4196.740000000001,0,0,0,0,-1.0,0,3,4,1,False,True,False,False,True,False,False,train,0.1518,3.0641822e-05,0.1518,1.0,0.3304,STEP_UP_VERIFICATION
TXN004772,CUST00452,,2025-04-18 19:01:40,349.53,19,4,0,1,4,9814.53,-1.7272568607366732,0,0,0,0,-1.0,0,4,2,1,True,False,False,False,True,False,False,train,0.1243,2.539474e-05,0.1243,1.0,0.3249,STEP_UP_VERIFICATION
TXN005371,CUST00507,,2025-04-18 20:05:56,4876.78,20,4,6,1,2,7669.09,-2792.3100000000004,0,0,0,0,-1.0,0,2,8,1,False,True,False,False,True,False,False,train,0.1703,3.382959e-05,0.1703,0.0,0.0341,ALLOW
TXN003391,CUST00325,,2025-04-18 20:29:38,14229.85,20,4,0,1,1,14229.85,0.0,0,0,0,0,-1.0,0,5,4,2,False,False,True,False,True,False,False,train,0.2201,3.8071397e-05,0.2201,0.0,0.044,ALLOW
TXN005158,CUST00486,,2025-04-18 20:38:17,14664.3,20,4,0,0,7,9669.386666666667,1.3416936133316717,0,0,0,0,-1.0,0,4,3,1,True,False,False,False,True,False,False,train,0.1107,1.273161e-05,0.1107,1.0,0.3221,STEP_UP_VERIFICATION
TXN017090,CUST01579,,2025-04-18 21:30:14,1552.11,21,4,0,0,4,7615.009999999999,-0.917040654598922,0,0,0,0,-1.0,0,7,7,1,True,False,False,False,True,False,False,train,0.1055,3.0127305e-05,0.1055,1.0,0.3211,STEP_UP_VERIFICATION
TXN014646,CUST01374,,2025-04-18 21:50:39,11527.49,21,4,0,1,4,14425.313333333334,-14.09443188228886,0,0,0,0,-1.0,0,4,4,1,True,False,False,False,True,False,False,train,0.1861,9.497964e-06,0.1861,1.0,0.3372,STEP_UP_VERIFICATION
TXN013422,CUST01255,,2025-04-18 22:32:32,6787.1,22,4,0,1,2,8191.88,-1404.7799999999995,0,0,0,0,-1.0,0,7,5,2,True,False,False,False,False,True,False,train,0.0962,3.497986e-05,0.0962,1.0,0.3193,STEP_UP_VERIFICATION
TXN018089,CUST01678,,2025-04-19 00:14:39,2079.95,0,5,0,1,1,2079.95,0.0,0,0,0,0,-1.0,0,4,4,1,False,True,False,False,True,False,False,train,0.181,0.00011265227,0.181,1.0,0.3363,STEP_UP_VERIFICATION
TXN012134,CUST01130,,2025-04-19 00:28:51,12019.16,0,5,0,1,2,3560.51,8458.65,0,0,0,0,-1.0,0,2,4,2,False,True,False,False,False,True,False,train,0.3214,0.00013058152,0.3214,1.0,0.3643,STEP_UP_VERIFICATION
TXN017299,CUST01599,,2025-04-19 01:32:29,9824.23,1,5,0,1,3,2137.9,8.446348084536575,0,0,0,0,-1.0,0,5,2,1,True,False,False,False,True,False,False,train,0.1562,3.1835625e-05,0.1562,0.0,0.0313,ALLOW
TXN002765,CUST00261,,2025-04-19 02:07:00,1917.98,2,5,0,1,1,1917.98,0.0,0,0,0,0,-1.0,0,5,6,2,False,False,True,False,True,False,False,train,0.1833,0.00011485996,0.1833,0.0,0.0367,ALLOW
TXN015741,CUST01468,,2025-04-19 02:21:09,14874.51,2,5,0,1,6,6555.274,1.891198196680595,0,0,1,19,200.0,0,17,3,1,True,False,False,False,True,False,False,train,0.3758,0.00077101175,0.3758,1.0,0.3755,STEP_UP_VERIFICATION
TXN011079,CUST01033,,2025-04-19 04:32:34,2305.92,4,5,0,1,1,2305.92,0.0,0,0,0,0,-1.0,0,4,4,2,True,False,False,False,True,False,False,train,0.1427,4.5218385e-05,0.1427,1.0,0.3286,STEP_UP_VERIFICATION
TXN007959,CUST00744,,2025-04-19 05:03:00,5912.2,5,5,0,1,3,6167.105,-0.0303083386889382,0,0,0,0,-1.0,0,2,2,2,False,False,True,False,True,False,False,train,0.0769,2.2847773e-05,0.0769,0.0,0.0154,ALLOW
TXN006853,CUST00646,,2025-04-19 05:06:49,6950.73,5,5,27,1,3,11303.835,-4.444442933569748,0,0,0,0,-1.0,0,2,10,1,True,False,False,False,True,False,False,train,0.2037,0.00014644148,0.2037,1.0,0.3408,STEP_UP_VERIFICATION
TXN009062,CUST00848,,2025-04-19 05:16:22,9871.27,5,5,0,1,1,9871.27,0.0,0,0,1,14,200.0,0,4,4,1,True,False,False,False,True,False,False,train,0.1473,6.5167784e-05,0.1473,0.0,0.0295,ALLOW
TXN017614,CUST01631,,2025-04-19 05:30:19,8485.31,5,5,0,1,2,12307.83,-3822.52,0,0,0,0,-1.0,0,1,8,2,True,False,False,True,False,False,False,train,0.2388,5.1591564e-05,0.2388,0.0,0.0478,ALLOW
TXN002966,CUST00281,,2025-04-19 05:44:55,14668.66,5,5,0,1,3,9339.635,0.6689792835664745,0,0,0,0,-1.0,0,5,2,1,True,False,False,False,True,False,False,train,0.1083,1.4720215e-05,0.1083,0.0,0.0217,ALLOW
TXN012980,CUST01210,,2025-04-19 06:01:56,5728.2,6,5,0,1,2,7841.68,-2113.4800000000005,0,0,0,0,-1.0,0,4,2,2,False,False,True,False,True,False,False,train,0.0884,5.9841972e-05,0.0884,0.0,0.0177,ALLOW
TXN002488,CUST00233,,2025-04-19 06:35:09,9337.56,6,5,104,1,3,10273.115,-1.658175194377764,0,0,0,0,-1.0,0,3,3,2,True,False,False,False,True,False,False,train,0.1173,1.0915812e-05,0.1173,0.0,0.0235,ALLOW
TXN019435,CUST01805,,2025-04-19 06:55:34,14047.08,6,5,79,1,3,3619.715,2.186292493067377,0,0,0,0,-1.0,0,4,4,1,True,False,False,False,False,True,False,train,0.163,1.0272493e-05,0.163,1.0,0.3326,STEP_UP_VERIFICATION
TXN021227,CUST01967,,2025-04-19 07:18:49,381.46,7,5,0,1,4,8488.886666666667,-1.2629224033392643,2,0,0,0,-1.0,0,7,3,1,True,False,False,False,True,False,False,train,0.2701,7.62599e-05,0.2701,0.0,0.0541,ALLOW
TXN001816,CUST00167,RING001,2025-04-19 07:42:42,9586.2,7,5,0,1,5,6527.1275000000005,0.7517553093596153,0,1,1,9,50.0,0,10,12,1,True,False,False,False,True,False,True,train,0.3821,0.9998047,0.3821,1.0,0.8763,BLOCK
TXN002884,CUST00274,,2025-04-19 08:25:04,3162.6,8,5,0,1,4,8817.463333333333,-1.343500370576804,0,0,0,0,-1.0,0,4,6,1,True,False,False,False,True,False,False,train,0.0459,2.315462e-05,0.0459,1.0,0.3092,STEP_UP_VERIFICATION
TXN005467,CUST00516,RING001,2025-04-19 08:46:58,5324.31,8,5,81,1,3,4304.865,0.1938163950088983,1,0,1,19,50.0,0,10,9,1,False,True,False,True,False,False,True,train,0.369,0.9947337,0.369,1.0,0.8712,BLOCK
TXN015716,CUST01466,RING006,2025-04-19 09:18:37,1852.07,9,5,0,1,3,6915.965,-1.371519264934474,0,0,0,0,-1.0,0,15,14,1,False,False,True,False,False,True,True,train,0.26,0.99997425,0.26,1.0,0.852,BLOCK
TXN010670,CUST00994,,2025-04-19 09:37:21,7762.08,9,5,0,0,3,6146.379999999999,0.3458181259574491,0,0,1,20,200.0,0,4,6,1,False,True,False,False,True,False,False,train,0.1371,3.4537978e-05,0.1371,0.0,0.0274,ALLOW
TXN008794,CUST00825,,2025-04-19 09:44:01,9343.51,9,5,0,1,3,9061.04,0.0625934899864823,0,0,0,0,-1.0,0,3,5,2,True,False,False,True,False,False,False,train,0.0259,1.9194538e-05,0.0259,0.0,0.0052,ALLOW
TXN016355,CUST01520,,2025-04-19 10:11:53,8248.91,10,5,0,1,6,10342.002,-0.4979672061561582,0,0,0,0,-1.0,0,3,5,1,False,True,False,False,True,False,False,train,0.0444,1.6091906e-05,0.0444,1.0,0.3089,STEP_UP_VERIFICATION
TXN017144,CUST01584,,2025-04-19 10:43:56,5485.74,10,5,0,1,1,5485.74,0.0,0,0,0,0,-1.0,0,2,4,2,False,True,False,False,True,False,False,train,0.0675,5.6869558e-05,0.0675,0.0,0.0135,ALLOW
TXN009758,CUST00914,,2025-04-19 11:18:32,3458.7,11,5,0,1,5,11281.1875,-2.4646222941004177,0,0,0,0,-1.0,0,3,4,2,True,False,False,False,True,False,False,train,0.084,1.8327664e-05,0.084,0.0,0.0168,ALLOW
TXN014763,CUST01382,,2025-04-19 11:25:14,11646.78,11,5,0,1,1,11646.78,0.0,0,0,0,0,-1.0,0,7,5,1,False,False,True,True,False,False,False,train,0.1296,4.044149e-05,0.1296,0.0,0.0259,ALLOW
TXN003136,CUST00296,,2025-04-19 11:25:14,14222.58,11,5,0,1,2,7778.81,6443.77,0,0,0,0,-1.0,0,2,2,1,False,True,False,False,True,False,False,train,0.2541,4.4090146e-05,0.2541,0.0,0.0508,ALLOW
TXN003858,CUST00371,,2025-04-19 12:36:23,8111.53,12,5,0,1,2,12629.8,-4518.27,0,0,0,0,-1.0,0,3,5,2,True,False,False,False,True,False,False,train,0.1432,3.6276946e-05,0.1432,0.0,0.0287,ALLOW
TXN005965,CUST00566,,2025-04-19 12:37:44,10084.16,12,5,0,1,3,11274.99,-0.5024158665865407,0,0,0,0,-1.0,0,9,2,2,False,False,True,False,True,False,False,train,0.1149,0.00013788702,0.1149,1.0,0.323,STEP_UP_VERIFICATION
TXN013359,CUST01249,,2025-04-19 14:04:08,153.13,14,5,0,1,4,10577.993333333334,-7.620842029250628,0,0,0,0,-1.0,0,4,4,1,False,True,False,True,False,False,False,train,0.105,3.5203673e-05,0.105,1.0,0.321,STEP_UP_VERIFICATION
TXN000516,CUST00049,,2025-04-19 15:33:55,12916.46,15,5,87,1,4,6269.983333333334,5.6575202684646815,0,0,0,0,-1.0,0,3,3,1,False,False,True,False,True,False,False,train,0.1101,9.634938e-06,0.1101,0.0,0.022,ALLOW
TXN003008,CUST00286,,2025-04-19 16:59:57,4637.48,16,5,0,1,1,4637.48,0.0,0,0,0,0,-1.0,0,2,4,1,False,False,True,False,True,False,False,train,0.1071,4.921453e-05,0.1071,1.0,0.3214,STEP_UP_VERIFICATION
TXN021620,CUST02000,,2025-04-19 18:16:59,12810.14,18,5,0,1,3,7065.094999999999,0.7066971583659503,0,0,1,16,100.0,0,3,4,1,False,True,False,False,True,False,False,train,0.1645,2.5545578e-05,0.1645,1.0,0.3329,STEP_UP_VERIFICATION
