transaction_id,customer_id,ring_id,timestamp,amount,hour_of_day,day_of_week,account_age_days,kyc_verified,customer_txn_number,customer_avg_amount_before,amount_zscore,customer_refund_count_before,customer_chargeback_count_before,coupon_used,coupon_usage_count_before,coupon_max_uses,coupon_over_limit,device_distinct_customers,ip_distinct_customers,num_payment_instruments,instrument_card,instrument_upi,instrument_wallet,merchant_risk_high,merchant_risk_low,merchant_risk_medium,label,split
TXN007757,CUST00726,,2025-01-27 23:01:14,9896.55,23,0,14,1,1,9896.55,0.0,0,0,0,0,-1.0,0,3,4,1,True,False,False,False,True,False,False,train
TXN021406,CUST01979,,2025-01-27 23:23:22,12859.37,23,0,0,1,2,10861.37,1998.0,0,0,0,0,-1.0,0,4,2,1,False,False,True,False,True,False,False,train
TXN016048,CUST01495,RING007,2025-01-27 23:38:21,6105.14,23,0,0,1,2,358.47,5746.67,0,0,0,0,-1.0,0,15,16,1,False,True,False,False,True,False,True,test
TXN018314,CUST01702,,2025-01-27 23:43:17,4094.7,23,0,0,1,1,4094.7,0.0,0,0,1,4,50.0,0,5,6,1,False,True,False,False,True,False,False,train
TXN015415,CUST01440,,2025-01-28 00:03:06,6314.98,0,1,0,1,1,6314.98,0.0,0,0,0,0,-1.0,0,6,2,2,False,True,False,False,True,False,False,train
TXN014337,CUST01344,,2025-01-28 01:13:47,10422.56,1,1,0,1,2,9961.15,461.40999999999985,0,0,0,0,-1.0,0,5,5,1,True,False,False,False,False,True,False,train
TXN018027,CUST01671,,2025-01-28 01:51:33,14064.66,1,1,0,1,2,14004.3,60.36000000000058,0,0,0,0,-1.0,0,2,3,2,True,False,False,False,True,False,False,train
TXN000145,CUST00014,,2025-01-28 02:52:59,5048.19,2,1,0,1,1,5048.19,0.0,0,0,0,0,-1.0,0,6,1,1,False,True,False,False,True,False,False,train
TXN014310,CUST01342,,2025-01-28 02:54:22,8209.08,2,1,0,1,1,8209.08,0.0,0,0,0,0,-1.0,0,4,6,2,True,False,False,False,True,False,False,train
TXN001481,CUST00137,,2025-01-28 03:24:07,1668.79,3,1,0,1,1,1668.79,0.0,0,0,0,0,-1.0,0,4,6,2,True,False,False,False,True,False,False,train
TXN007826,CUST00733,,2025-01-28 05:06:34,9502.39,5,1,0,1,1,9502.39,0.0,0,0,0,0,-1.0,0,5,2,1,True,False,False,False,False,True,False,train
TXN010754,CUST01003,,2025-01-28 05:17:06,13136.62,5,1,0,1,2,951.85,12184.77,0,0,0,0,-1.0,0,4,4,2,False,False,True,False,True,False,False,train
TXN019995,CUST01854,,2025-01-28 06:22:56,7952.32,6,1,0,1,1,7952.32,0.0,0,0,0,0,-1.0,0,10,4,2,False,False,True,False,True,False,False,train
TXN016987,CUST01572,,2025-01-28 06:37:12,14203.83,6,1,0,1,2,792.54,13411.29,0,0,0,0,-1.0,0,5,5,2,True,False,False,False,True,False,False,train
TXN005600,CUST00529,,2025-01-28 07:43:48,1302.42,7,1,0,1,2,1813.72,-511.29999999999995,0,0,0,0,-1.0,0,3,3,1,False,False,True,False,True,False,False,train
TXN005149,CUST00486,,2025-01-28 09:33:26,11262.06,9,1,0,0,2,5009.95,6252.11,0,0,0,0,-1.0,0,2,2,1,True,False,False,True,False,False,False,train
TXN013502,CUST01263,,2025-01-28 10:03:53,12349.11,10,1,0,1,1,12349.11,0.0,0,0,0,0,-1.0,0,5,4,1,False,True,False,False,True,False,False,train
TXN020887,CUST01933,,2025-01-28 10:36:32,8435.03,10,1,0,1,2,2400.28,6034.75,0,0,0,0,-1.0,0,5,2,1,True,False,False,False,False,True,False,train
TXN010946,CUST01020,,2025-01-28 10:47:00,1036.02,10,1,0,1,2,1112.96,-76.94000000000005,0,0,1,3,100.0,0,7,3,1,True,False,False,False,True,False,False,train
TXN014661,CUST01375,,2025-01-28 11:19:18,13778.38,11,1,0,1,1,13778.38,0.0,0,0,0,0,-1.0,0,2,1,2,True,False,False,False,True,False,False,train
TXN012790,CUST01194,,2025-01-28 13:15:42,10177.88,13,1,0,1,1,10177.88,0.0,0,0,0,0,-1.0,0,3,3,1,False,False,True,True,False,False,False,train
TXN005970,CUST00566,,2025-01-28 13:39:41,12950.98,13,1,0,1,1,12950.98,0.0,0,0,1,3,500.0,0,3,4,2,False,False,True,False,True,False,False,train
TXN011988,CUST01116,,2025-01-28 13:49:50,4030.3,13,1,0,1,5,6486.58,-0.6361364114104959,1,0,0,0,-1.0,0,2,4,2,False,False,True,False,True,False,False,train
TXN008688,CUST00815,,2025-01-28 14:06:08,650.02,14,1,0,1,1,650.02,0.0,0,0,0,0,-1.0,0,6,5,2,True,False,False,False,True,False,False,train
TXN006402,CUST00606,,2025-01-28 14:06:53,1709.82,14,1,0,1,1,1709.82,0.0,0,0,0,0,-1.0,0,4,4,2,True,False,False,False,True,False,False,train
TXN011623,CUST01084,,2025-01-28 14:24:54,3907.95,14,1,0,1,2,2093.24,1814.71,0,0,0,0,-1.0,0,4,4,2,False,True,False,False,True,False,False,train
TXN020797,CUST01926,,2025-01-28 15:19:53,3326.95,15,1,0,1,1,3326.95,0.0,0,0,0,0,-1.0,0,3,4,1,False,True,False,False,False,True,False,train
TXN017085,CUST01579,,2025-01-28 15:35:53,13940.97,15,1,0,0,1,13940.97,0.0,0,0,1,6,200.0,0,4,2,1,True,False,False,False,True,False,False,train
TXN020060,CUST01860,,2025-01-28 15:38:45,613.09,15,1,0,1,2,13325.8,-12712.71,0,0,0,0,-1.0,0,6,6,1,True,False,False,False,True,False,False,train
TXN011941,CUST01113,,2025-01-28 15:53:46,9935.28,15,1,0,1,2,13206.27,-3270.99,0,0,0,0,-1.0,0,3,2,1,True,False,False,False,True,False,False,train
TXN007896,CUST00739,,2025-01-28 17:23:00,3742.79,17,1,0,1,1,3742.79,0.0,0,0,1,6,100.0,0,8,10,1,False,True,False,False,False,True,False,train
TXN016137,CUST01503,,2025-01-28 17:29:29,8677.59,17,1,0,1,1,8677.59,0.0,0,0,0,0,-1.0,0,3,5,1,True,False,False,False,True,False,False,train
TXN018511,CUST01722,,2025-01-28 18:09:22,9414.63,18,1,0,1,2,7291.83,2122.7999999999993,0,0,1,4,50.0,0,4,6,1,True,False,False,True,False,False,False,train
TXN000229,CUST00020,,2025-01-28 18:35:19,8537.75,18,1,0,1,1,8537.75,0.0,0,0,0,0,-1.0,0,1,5,1,True,False,False,False,True,False,False,train
TXN006178,CUST00582,,2025-01-28 18:55:05,7807.73,18,1,0,1,1,7807.73,0.0,0,0,0,0,-1.0,0,4,2,1,False,True,False,False,False,True,False,train
TXN014007,CUST01315,,2025-01-28 19:06:42,13150.68,19,1,0,1,1,13150.68,0.0,0,0,0,0,-1.0,0,4,4,1,False,True,False,False,True,False,False,train
TXN011429,CUST01067,,2025-01-28 19:13:45,9926.46,19,1,0,1,1,9926.46,0.0,0,0,0,0,-1.0,0,2,5,2,True,False,False,False,True,False,False,train
TXN019034,CUST01771,,2025-01-28 19:23:31,1736.55,19,1,0,1,3,12788.81,-20.976267529422223,0,0,0,0,-1.0,0,3,4,1,True,False,False,False,True,False,False,train
TXN002550,CUST00239,,2025-01-28 19:41:33,14113.8,19,1,0,1,1,14113.8,0.0,0,0,0,0,-1.0,0,3,2,1,False,False,True,False,True,False,False,train
TXN017995,CUST01668,,2025-01-28 22:51:34,3366.4,22,1,0,0,1,3366.4,0.0,0,0,0,0,-1.0,0,4,3,1,True,False,False,False,True,False,False,train
TXN019833,CUST01840,,2025-01-28 22:54:16,7597.32,22,1,0,1,2,3211.82,4385.5,0,0,0,0,-1.0,0,4,7,1,False,False,True,False,True,False,False,train
TXN000864,CUST00080,RING007,2025-01-28 23:13:19,11532.86,23,1,0,1,3,7734.195000000001,0.5544072985559108,0,1,1,7,50.0,0,17,17,1,False,True,False,False,True,False,True,test
TXN007850,CUST00736,RING004,2025-01-29 00:47:50,7645.55,0,2,0,1,2,4096.2,3549.3500000000004,0,0,0,0,-1.0,0,15,14,1,False,False,True,False,True,False,True,train
TXN018585,CUST01730,,2025-01-29 01:00:35,4868.8,1,2,0,1,1,4868.8,0.0,0,0,1,2,50.0,0,2,7,2,False,False,True,False,True,False,False,train
TXN016748,CUST01552,,2025-01-29 01:37:30,9301.78,1,2,0,1,1,9301.78,0.0,0,0,0,0,-1.0,0,6,1,1,True,False,False,False,False,True,False,train
TXN012323,CUST01149,,2025-01-29 01:49:20,2624.16,1,2,0,1,1,2624.16,0.0,0,0,0,0,-1.0,0,6,7,2,True,False,False,False,False,True,False,train
TXN019600,CUST01820,,2025-01-29 02:33:33,10789.29,2,2,0,1,4,11626.666666666666,-0.22591447218810168,0,0,0,0,-1.0,0,4,6,1,False,True,False,False,True,False,False,train
TXN002071,CUST00192,,2025-01-29 03:14:19,5949.2,3,2,0,0,1,5949.2,0.0,0,0,1,7,100.0,0,1,5,1,True,False,False,False,True,False,False,train
TXN007451,CUST00697,,2025-01-29 05:28:51,217.51,5,2,0,1,1,217.51,0.0,0,0,0,0,-1.0,0,2,4,2,True,False,False,False,True,False,False,train
TXN001252,CUST00116,,2025-01-29 05:31:52,10082.96,5,2,0,1,1,10082.96,0.0,0,0,0,0,-1.0,0,5,5,2,True,False,False,True,False,False,False,train
TXN000520,CUST00049,,2025-01-29 05:35:24,7456.76,5,2,6,1,1,7456.76,0.0,0,0,0,0,-1.0,0,3,3,1,False,False,True,False,True,False,False,train
TXN003722,CUST00357,,2025-01-29 06:10:52,2857.72,6,2,0,1,1,2857.72,0.0,0,0,0,0,-1.0,0,5,1,2,False,False,True,False,True,False,False,train
TXN016963,CUST01570,,2025-01-29 06:57:09,2620.67,6,2,0,1,1,2620.67,0.0,0,0,0,0,-1.0,0,4,7,1,True,False,False,False,True,False,False,train
TXN007488,CUST00701,,2025-01-29 06:58:17,1791.82,6,2,0,0,2,14851.44,-13059.62,0,0,0,0,-1.0,0,4,5,2,False,False,True,False,True,False,False,train
TXN003614,CUST00346,,2025-01-29 07:45:51,2135.55,7,2,0,1,1,2135.55,0.0,0,0,0,0,-1.0,0,6,5,2,False,True,False,False,False,True,False,train
TXN019564,CUST01817,,2025-01-29 08:16:53,8952.34,8,2,0,1,1,8952.34,0.0,0,0,1,2,50.0,0,5,4,2,False,True,False,True,False,False,False,train
TXN001269,CUST00117,,2025-01-29 08:26:27,13526.31,8,2,0,1,2,3434.32,10091.99,0,0,0,0,-1.0,0,3,5,1,True,False,False,True,False,False,False,train
TXN016518,CUST01534,,2025-01-29 09:53:07,3301.17,9,2,0,1,1,3301.17,0.0,0,0,0,0,-1.0,0,4,3,1,False,True,False,True,False,False,False,train
TXN005847,CUST00551,,2025-01-29 09:54:27,12001.43,9,2,0,1,1,12001.43,0.0,0,0,0,0,-1.0,0,6,3,1,False,True,False,False,True,False,False,train
TXN010541,CUST00981,,2025-01-29 14:36:17,4839.97,14,2,0,1,1,4839.97,0.0,0,0,0,0,-1.0,0,5,5,1,True,False,False,False,True,False,False,train
TXN015877,CUST01479,,2025-01-29 15:21:27,1161.34,15,2,0,1,1,1161.34,0.0,0,0,0,0,-1.0,0,5,1,1,False,False,True,False,True,False,False,train
TXN009690,CUST00907,,2025-01-29 15:59:38,12908.22,15,2,0,1,2,9603.92,3304.2999999999993,0,0,0,0,-1.0,0,3,3,2,False,True,False,False,True,False,False,train
TXN018900,CUST01757,,2025-01-29 16:43:23,4053.52,16,2,0,1,2,8752.89,-4699.369999999999,0,0,0,0,-1.0,0,8,2,1,False,True,False,False,True,False,False,train
TXN012619,CUST01177,,2025-01-29 17:06:33,6098.6,17,2,0,1,1,6098.6,0.0,0,0,0,0,-1.0,0,5,3,2,True,False,False,False,True,False,False,train
TXN019351,CUST01798,,2025-01-29 18:46:55,12971.44,18,2,0,1,3,9767.115,1.029190967495672,0,0,0,0,-1.0,0,2,5,1,False,True,False,True,False,False,False,train
TXN008236,CUST00770,,2025-01-29 19:43:49,8971.24,19,2,0,1,3,7086.305,0.1915877799261398,0,0,0,0,-1.0,0,3,3,1,False,True,False,False,True,False,False,train
TXN001448,CUST00134,,2025-01-29 21:07:45,1230.21,21,2,0,1,1,1230.21,0.0,0,0,0,0,-1.0,0,4,3,2,True,False,False,False,True,False,False,train
TXN002825,CUST00267,,2025-01-29 21:25:03,992.45,21,2,0,1,1,992.45,0.0,0,0,0,0,-1.0,0,1,6,1,False,False,True,False,True,False,False,train
TXN004827,CUST00457,,2025-01-29 21:32:06,9834.47,21,2,0,0,1,9834.47,0.0,0,0,0,0,-1.0,0,4,5,1,False,False,True,False,True,False,False,train
TXN016427,CUST01526,,2025-01-29 21:40:38,10367.49,21,2,0,0,1,10367.49,0.0,0,0,1,6,100.0,0,3,3,1,False,False,True,False,True,False,False,train
TXN011172,CUST01043,,2025-01-29 21:45:09,13091.28,21,2,0,1,1,13091.28,0.0,0,0,0,0,-1.0,0,5,10,2,True,False,False,True,False,False,False,train
TXN010593,CUST00986,,2025-01-29 22:18:52,10877.74,22,2,0,1,3,6979.62,0.6790017134943489,0,0,0,0,-1.0,0,6,5,1,False,False,True,False,True,False,False,train
TXN015952,CUST01487,,2025-01-30 00:13:55,13815.1,0,3,0,1,1,13815.1,0.0,0,0,0,0,-1.0,0,3,5,2,False,True,False,False,True,False,False,train
TXN003762,CUST00362,,2025-01-30 00:55:37,9716.26,0,3,0,1,1,9716.26,0.0,0,0,1,0,100.0,0,7,5,1,False,True,False,False,True,False,False,train
TXN002605,CUST00244,,2025-01-30 01:26:58,11534.02,1,3,0,1,3,5259.450000000001,1.1167132290388502,0,0,0,0,-1.0,0,5,2,1,False,True,False,False,True,False,False,train
TXN005491,CUST00518,,2025-01-30 01:33:27,1538.45,1,3,0,1,1,1538.45,0.0,0,0,0,0,-1.0,0,4,3,1,False,True,False,False,False,True,False,train
TXN008990,CUST00842,,2025-01-30 02:03:34,3915.36,2,3,0,1,1,3915.36,0.0,0,0,0,0,-1.0,0,6,4,1,True,False,False,False,True,False,False,train
TXN018673,CUST01736,RING002,2025-01-30 02:37:01,7380.43,2,3,0,0,3,8887.66,-0.27356120089935104,0,0,0,0,-1.0,0,16,14,1,True,False,False,True,False,False,True,train
TXN000421,CUST00040,,2025-01-30 02:42:08,14268.81,2,3,0,1,1,14268.81,0.0,0,0,0,0,-1.0,0,6,3,2,False,True,False,False,True,False,False,train
TXN019987,CUST01853,,2025-01-30 03:45:31,4264.4,3,3,0,1,2,10781.41,-6517.01,0,0,0,0,-1.0,0,4,5,1,False,True,False,False,True,False,False,train
TXN015087,CUST01408,,2025-01-30 04:26:19,2880.92,4,3,0,0,1,2880.92,0.0,0,0,0,0,-1.0,0,4,5,1,False,True,False,False,True,False,False,train
TXN003782,CUST00364,,2025-01-30 04:40:24,10829.52,4,3,0,0,1,10829.52,0.0,0,0,0,0,-1.0,0,2,7,2,False,True,False,False,True,False,False,train
TXN014642,CUST01374,,2025-01-30 09:24:16,14372.33,9,3,0,1,3,14451.805,-0.28040471738543027,0,0,0,0,-1.0,0,5,1,1,True,False,False,False,True,False,False,train
TXN004626,CUST00441,,2025-01-30 11:36:03,1090.68,11,3,0,1,3,7238.17,-0.616029469298873,0,0,0,0,-1.0,0,6,4,2,False,True,False,False,True,False,False,train
TXN018298,CUST01700,,2025-01-30 11:51:39,7066.17,11,3,0,1,1,7066.17,0.0,0,0,0,0,-1.0,0,4,2,2,False,True,False,False,True,False,False,train
TXN010631,CUST00989,,2025-01-30 12:16:21,2907.54,12,3,0,0,2,1727.76,1179.78,0,0,0,0,-1.0,0,3,6,1,False,False,True,False,True,False,False,train
TXN001886,CUST00173,,2025-01-30 13:06:46,12617.89,13,3,0,1,1,12617.89,0.0,0,0,0,0,-1.0,0,8,3,1,False,False,True,False,True,False,False,train
TXN006681,CUST00632,,2025-01-30 16:19:40,7224.79,16,3,0,1,1,7224.79,0.0,0,0,1,5,50.0,0,1,3,1,True,False,False,False,False,True,False,train
TXN011285,CUST01053,,2025-01-30 16:35:50,13660.28,16,3,0,1,1,13660.28,0.0,0,0,0,0,-1.0,0,5,6,2,False,False,True,False,True,False,False,train
TXN016490,CUST01531,,2025-01-30 16:54:46,11692.35,16,3,0,1,3,7026.835,1.0025077130173548,1,0,0,0,-1.0,0,3,4,1,False,True,False,False,True,False,False,train
TXN007354,CUST00690,RING004,2025-01-30 16:57:16,14242.21,16,3,0,0,1,14242.21,0.0,0,0,0,0,-1.0,0,13,14,1,True,False,False,False,True,False,True,train
TXN019193,CUST01785,,2025-01-30 17:25:29,11517.52,17,3,0,1,2,11820.64,-303.119999999999,0,0,0,0,-1.0,0,4,4,1,False,False,True,False,True,False,False,train
TXN018211,CUST01692,,2025-01-30 19:43:16,3753.35,19,3,0,1,1,3753.35,0.0,0,0,0,0,-1.0,0,1,2,1,True,False,False,False,True,False,False,train
TXN008456,CUST00793,,2025-01-30 20:39:26,4287.49,20,3,0,1,2,10243.92,-5956.43,0,0,0,0,-1.0,0,3,5,1,False,False,True,False,True,False,False,train
TXN013866,CUST01301,RING003,2025-01-30 20:46:42,5763.29,20,3,0,1,3,10964.59,-0.9481452792162941,1,0,1,4,500.0,0,23,16,1,True,False,False,False,True,False,True,train
TXN015980,CUST01489,,2025-01-30 21:54:22,13057.71,21,3,0,1,1,13057.71,0.0,0,0,0,0,-1.0,0,5,4,1,True,False,False,False,True,False,False,train
TXN009657,CUST00905,,2025-01-30 22:25:29,10309.77,22,3,0,1,2,13014.43,-2704.66,0,0,0,0,-1.0,0,4,4,1,False,True,False,False,False,True,False,train
TXN015682,CUST01464,,2025-01-30 22:30:02,3064.38,22,3,0,1,1,3064.38,0.0,0,0,0,0,-1.0,0,1,1,1,False,True,False,False,True,False,False,train
TXN009352,CUST00876,,2025-01-30 22:56:22,5992.51,22,3,0,1,2,10645.22,-4652.709999999999,0,0,0,0,-1.0,0,2,5,1,True,False,False,False,True,False,False,train
TXN020075,CUST01862,,2025-01-30 23:20:48,4270.43,23,3,0,1,1,4270.43,0.0,0,0,0,0,-1.0,0,5,5,1,True,False,False,False,True,False,False,train
TXN003033,CUST00287,RING007,2025-01-31 00:24:13,1636.35,0,4,0,1,1,1636.35,0.0,0,0,0,0,-1.0,0,17,17,1,False,False,True,False,True,False,True,test
TXN019336,CUST01796,RING006,2025-01-31 00:50:47,14505.38,0,4,29,1,1,14505.38,0.0,0,0,0,0,-1.0,0,15,15,2,False,False,True,False,False,True,True,train
TXN018202,CUST01691,,2025-01-31 01:35:22,4461.63,1,4,0,1,1,4461.63,0.0,0,0,0,0,-1.0,0,4,2,2,False,False,True,False,True,False,False,train
TXN016254,CUST01513,,2025-01-31 01:39:54,4451.92,1,4,0,1,1,4451.92,0.0,0,0,0,0,-1.0,0,5,6,1,False,True,False,False,True,False,False,train
TXN019211,CUST01788,,2025-01-31 02:16:25,4587.17,2,4,0,1,1,4587.17,0.0,0,0,1,4,500.0,0,3,3,1,False,True,False,False,True,False,False,train
TXN001308,CUST00121,,2025-01-31 02:39:26,7263.59,2,4,0,1,2,2356.91,4906.68,0,0,0,0,-1.0,0,3,9,2,True,False,False,False,True,False,False,train
TXN010606,CUST00987,,2025-01-31 03:20:25,11809.23,3,4,0,1,2,14126.66,-2317.4300000000003,0,0,0,0,-1.0,0,4,9,1,False,False,True,False,True,False,False,train
TXN008776,CUST00824,,2025-01-31 03:24:38,6082.21,3,4,0,1,1,6082.21,0.0,0,0,0,0,-1.0,0,5,4,1,False,False,True,False,True,False,False,train
TXN016350,CUST01520,,2025-01-31 03:29:53,8296.56,3,4,0,1,1,8296.56,0.0,0,0,0,0,-1.0,0,5,3,1,False,True,False,False,True,False,False,train
TXN017410,CUST01611,,2025-01-31 03:44:47,5331.04,3,4,0,0,1,5331.04,0.0,0,0,0,0,-1.0,0,4,3,1,False,True,False,False,False,True,False,train
TXN006393,CUST00605,,2025-01-31 05:15:33,13849.05,5,4,0,0,3,5695.12,1.4139655873733166,0,0,0,0,-1.0,0,6,6,1,False,True,False,False,True,False,False,train
TXN014206,CUST01330,,2025-01-31 05:57:47,6424.35,5,4,0,1,1,6424.35,0.0,0,0,0,0,-1.0,0,7,2,2,False,True,False,False,True,False,False,train
TXN010246,CUST00955,,2025-01-31 06:12:13,8820.86,6,4,0,1,1,8820.86,0.0,0,0,0,0,-1.0,0,5,3,1,False,True,False,False,True,False,False,train
TXN018183,CUST01688,,2025-01-31 07:08:26,7858.23,7,4,0,1,1,7858.23,0.0,0,0,0,0,-1.0,0,5,4,1,True,False,False,False,False,True,False,train
TXN017050,CUST01575,RING008,2025-01-31 07:31:20,2440.65,7,4,0,1,3,3773.4349999999995,-0.5543638467908697,2,0,1,5,500.0,0,11,12,1,False,False,True,False,True,False,True,test
TXN008262,CUST00774,,2025-01-31 08:03:43,3625.65,8,4,6,1,2,13331.69,-9706.04,0,0,1,1,100.0,0,6,4,2,False,True,False,False,True,False,False,train
TXN001461,CUST00135,,2025-01-31 08:39:51,7391.66,8,4,0,0,2,14578.75,-7187.09,0,0,0,0,-1.0,0,6,3,1,True,False,False,False,True,False,False,train
TXN006182,CUST00583,,2025-01-31 08:45:09,632.45,8,4,0,1,2,3788.77,-3156.3199999999997,0,0,0,0,-1.0,0,3,5,1,True,False,False,False,True,False,False,train
TXN005476,CUST00517,,2025-01-31 10:17:44,7120.69,10,4,0,1,1,7120.69,0.0,0,0,0,0,-1.0,0,4,5,1,True,False,False,False,True,False,False,train
TXN011559,CUST01078,,2025-01-31 11:12:51,9136.38,11,4,0,1,3,4919.415,0.6448074932021007,0,0,0,0,-1.0,0,5,3,2,False,False,True,False,True,False,False,train
TXN014633,CUST01373,,2025-01-31 12:10:47,4440.77,12,4,0,1,1,4440.77,0.0,0,0,0,0,-1.0,0,5,3,2,False,False,True,False,True,False,False,train
TXN002418,CUST00227,,2025-01-31 12:47:42,6375.89,12,4,0,1,2,12055.77,-5679.88,0,0,0,0,-1.0,0,4,5,1,False,True,False,False,True,False,False,train
TXN020964,CUST01941,,2025-01-31 13:26:41,2966.15,13,4,0,1,2,5326.69,-2360.5399999999995,0,0,0,0,-1.0,0,6,2,2,False,True,False,False,True,False,False,train
TXN009203,CUST00862,RING002,2025-01-31 13:47:50,568.02,13,4,0,1,2,3563.14,-2995.12,0,0,1,5,50.0,0,13,16,1,False,True,False,False,False,True,True,train
TXN010374,CUST00966,,2025-01-31 14:08:20,11562.77,14,4,0,1,1,11562.77,0.0,0,0,0,0,-1.0,0,4,5,2,True,False,False,False,True,False,False,train
TXN003141,CUST00297,,2025-01-31 14:21:59,13026.55,14,4,0,1,2,6346.18,6680.369999999999,0,0,1,8,200.0,0,5,11,1,True,False,False,True,False,False,False,train
TXN009809,CUST00918,RING001,2025-01-31 15:16:56,3370.45,15,4,0,1,1,3370.45,0.0,0,0,0,0,-1.0,0,9,9,1,False,False,True,False,True,False,True,train
TXN008620,CUST00808,,2025-01-31 15:22:26,5819.5,15,4,0,1,2,12982.85,-7163.35,0,0,0,0,-1.0,0,4,3,2,False,False,True,False,True,False,False,train
TXN020682,CUST01916,,2025-01-31 15:35:17,1697.98,15,4,0,0,1,1697.98,0.0,0,0,0,0,-1.0,0,7,3,2,False,False,True,False,True,False,False,train
TXN001686,CUST00156,,2025-01-31 15:52:54,5913.9,15,4,0,1,1,5913.9,0.0,0,0,0,0,-1.0,0,2,2,1,True,False,False,False,False,True,False,train
TXN008491,CUST00796,,2025-01-31 17:01:46,12729.04,17,4,0,1,3,12349.605,0.11569363580560212,0,0,0,0,-1.0,0,3,6,1,False,True,False,False,True,False,False,train
TXN001470,CUST00136,,2025-01-31 18:19:14,8068.43,18,4,0,1,1,8068.43,0.0,0,0,0,0,-1.0,0,8,1,2,False,False,True,False,True,False,False,train
TXN000675,CUST00064,RING002,2025-01-31 18:49:24,7288.32,18,4,0,1,1,7288.32,0.0,0,0,0,0,-1.0,0,13,14,1,False,False,True,False,True,False,True,train
TXN001135,CUST00107,,2025-01-31 19:16:45,4749.72,19,4,0,1,1,4749.72,0.0,0,0,0,0,-1.0,0,4,6,1,False,True,False,False,True,False,False,train
TXN003621,CUST00346,,2025-01-31 19:32:59,6101.13,19,4,0,1,2,2135.55,3965.58,0,0,0,0,-1.0,0,5,2,2,True,False,False,False,False,True,False,train
TXN019456,CUST01806,,2025-01-31 19:46:17,10497.68,19,4,0,1,2,2488.15,8009.530000000001,0,0,0,0,-1.0,0,3,5,1,False,False,True,True,False,False,False,train
TXN020742,CUST01922,,2025-01-31 20:05:10,6002.49,20,4,0,1,2,2689.37,3313.12,1,0,1,3,50.0,0,7,1,2,True,False,False,False,True,False,False,train
TXN005639,CUST00532,,2025-01-31 20:13:24,1171.98,20,4,0,1,1,1171.98,0.0,0,0,0,0,-1.0,0,3,4,2,False,False,True,False,True,False,False,train
TXN003014,CUST00287,RING007,2025-01-31 20:36:36,14840.96,20,4,0,1,2,1636.35,13204.609999999999,0,0,1,4,500.0,0,17,16,1,False,False,True,False,False,True,True,test
TXN002196,CUST00204,,2025-01-31 20:40:19,12132.74,20,4,0,1,2,1556.7,10576.039999999999,0,0,0,0,-1.0,0,3,3,2,True,False,False,False,True,False,False,train
TXN002740,CUST00258,,2025-01-31 20:46:36,10150.34,20,4,0,1,1,10150.34,0.0,0,0,0,0,-1.0,0,4,5,2,False,True,False,False,True,False,False,train
TXN012650,CUST01180,,2025-01-31 20:47:00,3764.87,20,4,0,1,2,2101.68,1663.19,0,0,0,0,-1.0,0,2,6,1,False,True,False,False,True,False,False,train
TXN014101,CUST01322,,2025-01-31 21:20:22,11286.66,21,4,0,1,1,11286.66,0.0,0,0,0,0,-1.0,0,4,6,2,True,False,False,False,False,True,False,train
TXN018306,CUST01701,,2025-01-31 21:47:42,12503.87,21,4,0,1,2,8326.03,4177.84,0,0,0,0,-1.0,0,5,2,1,False,False,True,False,True,False,False,train
TXN002189,CUST00203,,2025-01-31 22:22:22,4446.12,22,4,0,1,2,12750.08,-8303.96,0,0,0,0,-1.0,0,4,5,1,True,False,False,False,True,False,False,train
TXN015362,CUST01435,,2025-01-31 22:38:54,10785.49,22,4,0,1,1,10785.49,0.0,0,0,0,0,-1.0,0,4,3,1,True,False,False,False,True,False,False,train
TXN014775,CUST01383,,2025-01-31 23:53:44,3439.72,23,4,0,0,2,2318.19,1121.5299999999997,0,0,1,2,200.0,0,4,4,1,False,False,True,False,True,False,False,train
TXN014741,CUST01381,RING001,2025-02-01 00:13:22,5732.38,0,5,0,1,1,5732.38,0.0,0,0,0,0,-1.0,0,9,11,1,False,False,True,False,True,False,True,train
TXN005512,CUST00521,,2025-02-01 00:20:22,142.25,0,5,0,1,1,142.25,0.0,0,0,0,0,-1.0,0,6,2,2,False,True,False,False,True,False,False,train
TXN013610,CUST01273,,2025-02-01 00:56:27,8254.4,0,5,0,1,1,8254.4,0.0,0,0,0,0,-1.0,0,4,5,2,True,False,False,True,False,False,False,train
TXN012595,CUST01173,,2025-02-01 01:10:17,2752.38,1,5,3,1,2,2034.11,718.2700000000002,0,0,0,0,-1.0,0,7,4,1,False,False,True,False,True,False,False,train
TXN010160,CUST00944,,2025-02-01 01:32:20,14120.63,1,5,0,1,1,14120.63,0.0,0,0,0,0,-1.0,0,4,6,1,False,True,False,False,True,False,False,train
TXN006333,CUST00599,,2025-02-01 02:19:16,523.51,2,5,0,1,2,10461.26,-9937.75,0,0,0,0,-1.0,0,6,4,2,True,False,False,False,True,False,False,train
TXN009799,CUST00918,RING001,2025-02-01 03:21:23,12632.87,3,5,0,1,2,3370.45,9262.420000000002,0,0,0,0,-1.0,0,9,12,1,False,False,True,True,False,False,True,train
TXN001778,CUST00165,,2025-02-01 04:58:47,5520.86,4,5,0,1,1,5520.86,0.0,0,0,0,0,-1.0,0,4,6,2,False,False,True,False,True,False,False,train
