customer_a,customer_b,weight,device_id,ip_id,coupon_id
CUST01063,CUST01796,1,1,0,0
CUST01063,CUST01804,2,1,1,0
CUST01063,CUST01828,1,1,0,0
CUST01063,CUST01834,1,1,0,0
CUST01063,CUST01886,1,1,0,0
CUST01063,CUST01911,1,1,0,0
CUST01063,CUST01935,2,2,0,0
CUST01103,CUST01106,1,1,0,0
CUST01103,CUST01304,1,1,0,0
CUST01103,CUST01392,1,1,0,0
CUST01103,CUST01406,1,1,0,0
CUST01103,CUST01474,1,1,0,0
CUST01103,CUST01505,1,1,0,0
CUST01103,CUST01548,1,1,0,0
CUST01103,CUST01568,1,1,0,0
CUST01103,CUST01655,2,1,0,1
CUST01103,CUST01662,1,1,0,0
CUST01103,CUST01736,1,1,0,0
CUST01103,CUST01804,1,1,0,0
CUST01103,CUST01886,2,1,1,0
CUST01103,CUST01911,1,1,0,0
CUST01103,CUST01935,1,1,0,0
CUST01104,CUST01106,1,1,0,0
CUST01104,CUST01304,1,1,0,0
CUST01104,CUST01392,2,1,0,1
CUST01104,CUST01406,2,1,0,1
CUST01104,CUST01474,1,1,0,0
CUST01104,CUST01505,1,1,0,0
CUST01104,CUST01548,1,1,0,0
CUST01104,CUST01568,1,1,0,0
CUST01104,CUST01655,1,1,0,0
CUST01104,CUST01662,1,1,0,0
CUST01104,CUST01736,1,1,0,0
CUST01104,CUST01804,1,1,0,0
CUST01104,CUST01886,4,1,1,2
CUST01104,CUST01911,1,1,0,0
CUST01104,CUST01935,2,1,0,1
CUST01106,CUST01139,1,1,0,0
CUST01106,CUST01304,2,1,1,0
CUST01106,CUST01330,1,1,0,0
CUST01106,CUST01334,1,1,0,0
CUST01106,CUST01378,1,1,0,0
CUST01106,CUST01392,1,1,0,0
CUST01106,CUST01406,1,1,0,0
CUST01106,CUST01427,1,1,0,0
CUST01106,CUST01441,1,1,0,0
CUST01106,CUST01474,2,1,1,0
CUST01106,CUST01548,2,1,1,0
CUST01106,CUST01562,1,1,0,0
CUST01106,CUST01568,1,1,0,0
CUST01106,CUST01613,1,1,0,0
CUST01106,CUST01655,1,1,0,0
CUST01106,CUST01662,1,1,0,0
CUST01106,CUST01672,1,1,0,0
CUST01106,CUST01705,1,1,0,0
CUST01106,CUST01736,1,1,0,0
CUST01106,CUST01796,1,1,0,0
CUST01106,CUST01804,1,1,0,0
CUST01106,CUST01828,1,1,0,0
CUST01106,CUST01834,1,1,0,0
CUST01106,CUST01886,1,1,0,0
CUST01106,CUST01911,1,1,0,0
CUST01106,CUST01935,2,1,1,0
CUST01139,CUST01304,1,1,0,0
CUST01139,CUST01392,1,1,0,0
CUST01139,CUST01406,1,1,0,0
CUST01139,CUST01474,1,1,0,0
CUST01139,CUST01505,1,1,0,0
CUST01139,CUST01548,2,1,0,1
CUST01139,CUST01568,2,1,0,1
CUST01139,CUST01655,1,1,0,0
CUST01139,CUST01662,1,1,0,0
CUST01139,CUST01736,1,1,0,0
CUST01139,CUST01804,1,1,0,0
CUST01139,CUST01886,3,1,1,1
CUST01139,CUST01911,1,1,0,0
CUST01139,CUST01935,1,1,0,0
CUST01304,CUST01330,1,1,0,0
CUST01304,CUST01334,1,1,0,0
CUST01304,CUST01378,1,1,0,0
CUST01304,CUST01392,1,1,0,0
CUST01304,CUST01406,1,1,0,0
CUST01304,CUST01427,1,1,0,0
CUST01304,CUST01441,1,1,0,0
CUST01304,CUST01474,2,1,1,0
CUST01304,CUST01505,1,1,0,0
CUST01304,CUST01548,3,1,2,0
CUST01304,CUST01562,1,1,0,0
CUST01304,CUST01613,1,1,0,0
CUST01304,CUST01662,2,1,0,1
CUST01304,CUST01672,2,1,0,1
CUST01304,CUST01705,1,1,0,0
CUST01304,CUST01736,2,1,0,1
CUST01304,CUST01796,1,1,0,0
CUST01304,CUST01804,1,1,0,0
CUST01304,CUST01828,2,1,0,1
CUST01304,CUST01834,1,1,0,0
CUST01304,CUST01886,1,1,0,0
CUST01304,CUST01911,1,1,0,0
CUST01304,CUST01935,3,1,2,0
CUST01330,CUST01392,1,1,0,0
CUST01330,CUST01406,1,1,0,0
CUST01330,CUST01474,1,1,0,0
CUST01330,CUST01505,1,1,0,0
CUST01330,CUST01548,2,1,0,1
CUST01330,CUST01568,2,1,0,1
CUST01330,CUST01655,2,1,0,1
CUST01330,CUST01662,1,1,0,0
CUST01330,CUST01736,1,1,0,0
CUST01330,CUST01804,1,1,0,0
CUST01330,CUST01886,3,1,1,1
CUST01330,CUST01911,1,1,0,0
CUST01330,CUST01935,3,1,0,2
CUST01334,CUST01392,2,1,0,1
CUST01334,CUST01406,2,1,0,1
CUST01334,CUST01474,1,1,0,0
CUST01334,CUST01505,1,1,0,0
CUST01334,CUST01548,1,1,0,0
CUST01334,CUST01568,1,1,0,0
CUST01334,CUST01655,1,1,0,0
CUST01334,CUST01662,1,1,0,0
CUST01334,CUST01736,1,1,0,0
CUST01334,CUST01804,1,1,0,0
CUST01334,CUST01886,3,1,1,1
CUST01334,CUST01911,1,1,0,0
CUST01334,CUST01935,1,1,0,0
CUST01378,CUST01392,2,1,0,1
CUST01378,CUST01406,1,1,0,0
CUST01378,CUST01474,1,1,0,0
CUST01378,CUST01505,1,1,0,0
CUST01378,CUST01548,2,1,0,1
CUST01378,CUST01568,1,1,0,0
CUST01378,CUST01655,1,1,0,0
CUST01378,CUST01662,1,1,0,0
CUST01378,CUST01736,1,1,0,0
CUST01378,CUST01804,1,1,0,0
CUST01378,CUST01886,2,1,1,0
CUST01378,CUST01911,1,1,0,0
CUST01378,CUST01935,2,1,0,1
CUST01392,CUST01406,2,2,0,0
CUST01392,CUST01427,1,1,0,0
CUST01392,CUST01441,3,1,0,2
CUST01392,CUST01474,1,1,0,0
CUST01392,CUST01548,3,1,1,1
CUST01392,CUST01562,1,1,0,0
CUST01392,CUST01568,1,1,0,0
CUST01392,CUST01613,3,1,0,2
CUST01392,CUST01662,1,1,0,0
CUST01392,CUST01672,2,1,0,1
CUST01392,CUST01705,1,1,0,0
CUST01392,CUST01736,1,1,0,0
CUST01392,CUST01796,1,1,0,0
CUST01392,CUST01804,1,1,0,0
CUST01392,CUST01828,1,1,0,0
CUST01392,CUST01834,2,1,0,1
CUST01392,CUST01911,1,1,0,0
CUST01392,CUST01935,1,1,0,0
CUST01406,CUST01427,1,1,0,0
CUST01406,CUST01441,1,1,0,0
CUST01406,CUST01474,2,1,1,0
CUST01406,CUST01505,1,1,0,0
CUST01406,CUST01548,2,1,1,0
CUST01406,CUST01562,1,1,0,0
CUST01406,CUST01568,2,2,0,0
CUST01406,CUST01613,2,1,0,1
CUST01406,CUST01655,1,1,0,0
CUST01406,CUST01662,1,1,0,0
CUST01406,CUST01672,1,1,0,0
CUST01406,CUST01705,1,1,0,0
CUST01406,CUST01736,1,1,0,0
CUST01406,CUST01796,1,1,0,0
CUST01406,CUST01804,1,1,0,0
CUST01406,CUST01828,2,1,0,1
CUST01406,CUST01834,1,1,0,0
CUST01406,CUST01886,2,1,1,0
CUST01406,CUST01911,1,1,0,0
CUST01406,CUST01935,1,1,0,0
CUST01427,CUST01474,1,1,0,0
CUST01427,CUST01505,1,1,0,0
CUST01427,CUST01548,1,1,0,0
CUST01427,CUST01568,1,1,0,0
CUST01427,CUST01655,1,1,0,0
CUST01427,CUST01662,1,1,0,0
CUST01427,CUST01736,1,1,0,0
CUST01427,CUST01804,1,1,0,0
CUST01427,CUST01886,2,1,1,0
CUST01427,CUST01911,1,1,0,0
CUST01427,CUST01935,1,1,0,0
CUST01441,CUST01474,1,1,0,0
CUST01441,CUST01505,1,1,0,0
CUST01441,CUST01548,2,1,0,1
CUST01441,CUST01568,2,1,0,1
CUST01441,CUST01655,1,1,0,0
CUST01441,CUST01662,1,1,0,0
CUST01441,CUST01736,1,1,0,0
CUST01441,CUST01804,1,1,0,0
CUST01441,CUST01886,3,1,1,1
CUST01441,CUST01911,1,1,0,0
CUST01441,CUST01935,1,1,0,0
CUST01474,CUST01505,1,1,0,0
CUST01474,CUST01548,2,1,1,0
CUST01474,CUST01562,1,1,0,0
CUST01474,CUST01568,1,1,0,0
CUST01474,CUST01613,1,1,0,0
CUST01474,CUST01655,1,1,0,0
CUST01474,CUST01662,1,1,0,0
CUST01474,CUST01672,1,1,0,0
CUST01474,CUST01705,1,1,0,0
CUST01474,CUST01736,1,1,0,0
CUST01474,CUST01796,1,1,0,0
CUST01474,CUST01804,1,1,0,0
CUST01474,CUST01828,1,1,0,0
CUST01474,CUST01834,1,1,0,0
CUST01474,CUST01886,1,1,0,0
CUST01474,CUST01911,1,1,0,0
CUST01474,CUST01935,1,1,0,0
CUST01505,CUST01548,1,1,0,0
CUST01505,CUST01562,1,1,0,0
CUST01505,CUST01568,2,1,1,0
CUST01505,CUST01613,1,1,0,0
CUST01505,CUST01655,1,1,0,0
CUST01505,CUST01662,1,1,0,0
CUST01505,CUST01672,1,1,0,0
CUST01505,CUST01705,1,1,0,0
CUST01505,CUST01736,1,1,0,0
CUST01505,CUST01796,1,1,0,0
CUST01505,CUST01828,1,1,0,0
CUST01505,CUST01834,1,1,0,0
CUST01505,CUST01935,1,1,0,0
CUST01548,CUST01562,1,1,0,0
CUST01548,CUST01568,1,1,0,0
CUST01548,CUST01613,2,1,0,1
CUST01548,CUST01655,2,1,0,1
CUST01548,CUST01662,1,1,0,0
CUST01548,CUST01672,2,1,0,1
CUST01548,CUST01705,2,1,0,1
CUST01548,CUST01736,1,1,0,0
CUST01548,CUST01796,1,1,0,0
CUST01548,CUST01804,2,1,1,0
CUST01548,CUST01828,2,1,0,1
CUST01548,CUST01834,2,1,0,1
CUST01548,CUST01886,1,1,0,0
CUST01548,CUST01911,1,1,0,0
CUST01548,CUST01935,2,1,0,1
CUST01562,CUST01568,1,1,0,0
CUST01562,CUST01655,2,1,0,1
CUST01562,CUST01662,1,1,0,0
CUST01562,CUST01736,1,1,0,0
CUST01562,CUST01804,1,1,0,0
CUST01562,CUST01886,4,1,1,2
CUST01562,CUST01911,1,1,0,0
CUST01562,CUST01935,1,1,0,0
CUST01568,CUST01613,1,1,0,0
CUST01568,CUST01655,1,1,0,0
CUST01568,CUST01662,3,1,2,0
CUST01568,CUST01672,2,1,0,1
CUST01568,CUST01705,1,1,0,0
CUST01568,CUST01736,2,1,1,0
CUST01568,CUST01796,1,1,0,0
CUST01568,CUST01804,1,1,0,0
CUST01568,CUST01828,1,1,0,0
CUST01568,CUST01834,1,1,0,0
CUST01568,CUST01886,2,1,0,1
CUST01568,CUST01911,1,1,0,0
CUST01568,CUST01935,2,2,0,0
CUST01613,CUST01655,1,1,0,0
CUST01613,CUST01662,1,1,0,0
CUST01613,CUST01736,1,1,0,0
CUST01613,CUST01804,1,1,0,0
CUST01613,CUST01886,2,1,1,0
CUST01613,CUST01911,1,1,0,0
CUST01613,CUST01935,1,1,0,0
CUST01655,CUST01662,2,1,1,0
CUST01655,CUST01672,2,1,0,1
CUST01655,CUST01705,2,1,0,1
CUST01655,CUST01736,2,1,1,0
CUST01655,CUST01796,1,1,0,0
CUST01655,CUST01804,1,1,0,0
CUST01655,CUST01828,2,1,0,1
CUST01655,CUST01834,3,1,0,2
CUST01655,CUST01886,2,1,1,0
CUST01655,CUST01911,1,1,0,0
CUST01655,CUST01935,3,1,1,1
CUST01662,CUST01672,2,1,0,1
CUST01662,CUST01705,1,1,0,0
CUST01662,CUST01736,3,1,1,1
CUST01662,CUST01796,1,1,0,0
CUST01662,CUST01828,2,1,0,1
CUST01662,CUST01834,1,1,0,0
CUST01662,CUST01911,1,1,0,0
CUST01662,CUST01935,1,1,0,0
CUST01672,CUST01736,2,1,0,1
CUST01672,CUST01804,1,1,0,0
CUST01672,CUST01886,3,1,1,1
CUST01672,CUST01911,1,1,0,0
CUST01672,CUST01935,1,1,0,0
CUST01705,CUST01736,1,1,0,0
CUST01705,CUST01804,1,1,0,0
CUST01705,CUST01886,2,1,1,0
CUST01705,CUST01911,1,1,0,0
CUST01705,CUST01935,1,1,0,0
CUST01736,CUST01796,1,1,0,0
CUST01736,CUST01804,1,1,0,0
CUST01736,CUST01828,2,1,0,1
CUST01736,CUST01834,1,1,0,0
CUST01736,CUST01886,1,1,0,0
CUST01736,CUST01911,1,1,0,0
CUST01736,CUST01935,1,1,0,0
CUST01796,CUST01804,1,1,0,0
CUST01796,CUST01886,3,1,1,1
CUST01796,CUST01911,1,1,0,0
CUST01796,CUST01935,1,1,0,0
CUST01804,CUST01828,1,1,0,0
CUST01804,CUST01834,1,1,0,0
CUST01804,CUST01911,2,1,1,0
CUST01804,CUST01935,2,1,1,0
CUST01828,CUST01886,3,1,1,1
CUST01828,CUST01911,1,1,0,0
CUST01828,CUST01935,2,1,0,1
CUST01834,CUST01886,2,1,1,0
CUST01834,CUST01911,1,1,0,0
CUST01834,CUST01935,2,1,0,1
CUST01886,CUST01911,2,1,1,0
CUST01886,CUST01935,1,1,0,0
CUST01911,CUST01935,2,1,1,0
CUST00226,CUST00275,1,1,0,0
CUST00226,CUST00333,4,1,2,1
CUST00226,CUST00427,1,1,0,0
CUST00226,CUST00529,2,1,0,1
CUST00226,CUST00958,1,1,0,0
CUST00226,CUST01030,2,1,1,0
CUST00226,CUST01179,2,1,1,0
CUST00226,CUST01265,2,2,0,0
CUST00226,CUST01286,2,1,1,0
CUST00226,CUST01559,1,1,0,0
CUST00226,CUST01597,1,1,0,0
CUST00226,CUST01602,1,1,0,0
CUST00226,CUST01748,2,1,1,0
CUST00275,CUST00333,1,1,0,0
CUST00275,CUST00338,1,1,0,0
CUST00275,CUST00427,1,1,0,0
CUST00275,CUST00529,1,1,0,0
CUST00275,CUST00886,1,1,0,0
CUST00275,CUST00958,1,1,0,0
CUST00275,CUST01030,2,1,1,0
CUST00275,CUST01179,1,1,0,0
CUST00275,CUST01265,1,1,0,0
CUST00275,CUST01286,1,1,0,0
CUST00275,CUST01559,1,1,0,0
CUST00275,CUST01597,1,1,0,0
CUST00275,CUST01602,1,1,0,0
CUST00275,CUST01748,1,1,0,0
CUST00333,CUST00338,2,1,1,0
CUST00333,CUST00427,1,1,0,0
CUST00333,CUST00529,2,1,0,1
CUST00333,CUST00886,1,1,0,0
CUST00333,CUST00958,1,1,0,0
CUST00333,CUST01030,2,1,1,0
CUST00333,CUST01179,2,1,1,0
CUST00333,CUST01265,1,1,0,0
CUST00333,CUST01286,1,1,0,0
CUST00333,CUST01559,1,1,0,0
CUST00333,CUST01597,1,1,0,0
CUST00333,CUST01602,2,1,1,0
CUST00333,CUST01748,1,1,0,0
CUST00338,CUST00427,1,1,0,0
CUST00338,CUST00529,1,1,0,0
CUST00338,CUST00958,1,1,0,0
CUST00338,CUST01030,1,1,0,0
CUST00338,CUST01179,1,1,0,0
CUST00338,CUST01265,1,1,0,0
CUST00338,CUST01286,2,1,0,1
CUST00338,CUST01559,2,2,0,0
CUST00338,CUST01597,2,2,0,0
CUST00338,CUST01602,1,1,0,0
CUST00338,CUST01748,2,1,1,0
CUST00427,CUST00529,1,1,0,0
CUST00427,CUST00886,1,1,0,0
CUST00427,CUST00958,1,1,0,0
CUST00427,CUST01030,1,1,0,0
CUST00427,CUST01179,1,1,0,0
CUST00427,CUST01265,1,1,0,0
CUST00427,CUST01286,1,1,0,0
CUST00427,CUST01559,1,1,0,0
CUST00427,CUST01597,1,1,0,0
CUST00427,CUST01602,2,1,0,1
CUST00427,CUST01748,1,1,0,0
CUST00529,CUST00886,1,1,0,0
CUST00529,CUST00958,2,1,1,0
CUST00529,CUST01030,1,1,0,0
CUST00529,CUST01179,1,1,0,0
CUST00529,CUST01265,3,1,2,0
CUST00529,CUST01286,2,1,1,0
CUST00529,CUST01559,1,1,0,0
CUST00529,CUST01597,1,1,0,0
CUST00529,CUST01602,2,2,0,0
CUST00529,CUST01748,1,1,0,0
CUST00886,CUST00958,1,1,0,0
CUST00886,CUST01030,1,1,0,0
CUST00886,CUST01179,1,1,0,0
CUST00886,CUST01265,2,1,1,0
CUST00886,CUST01286,1,1,0,0
CUST00886,CUST01559,1,1,0,0
CUST00886,CUST01597,1,1,0,0
CUST00886,CUST01602,1,1,0,0
CUST00886,CUST01748,1,1,0,0
CUST00958,CUST01030,1,1,0,0
CUST00958,CUST01179,1,1,0,0
CUST00958,CUST01265,1,1,0,0
CUST00958,CUST01286,1,1,0,0
CUST00958,CUST01559,1,1,0,0
CUST00958,CUST01597,1,1,0,0
CUST00958,CUST01602,1,1,0,0
CUST00958,CUST01748,1,1,0,0
CUST01030,CUST01179,3,1,2,0
CUST01030,CUST01265,1,1,0,0
CUST01030,CUST01286,1,1,0,0
CUST01030,CUST01559,2,1,1,0
CUST01030,CUST01597,1,1,0,0
CUST01030,CUST01602,1,1,0,0
CUST01030,CUST01748,1,1,0,0
CUST01179,CUST01265,1,1,0,0
CUST01179,CUST01286,1,1,0,0
CUST01179,CUST01559,1,1,0,0
CUST01179,CUST01597,1,1,0,0
CUST01179,CUST01602,1,1,0,0
CUST01179,CUST01748,1,1,0,0
CUST01265,CUST01286,2,1,1,0
CUST01265,CUST01559,2,1,1,0
CUST01265,CUST01597,1,1,0,0
CUST01265,CUST01602,1,1,0,0
CUST01265,CUST01748,1,1,0,0
CUST01286,CUST01559,2,2,0,0
CUST01286,CUST01597,1,1,0,0
CUST01286,CUST01602,1,1,0,0
CUST01286,CUST01748,1,1,0,0
CUST01559,CUST01597,1,1,0,0
CUST01559,CUST01602,1,1,0,0
CUST01559,CUST01748,1,1,0,0
CUST01597,CUST01602,2,1,1,0
CUST01597,CUST01748,2,1,1,0
CUST01602,CUST01748,1,1,0,0
CUST00028,CUST00154,1,1,0,0
CUST00028,CUST00206,1,1,0,0
CUST00028,CUST00219,2,1,1,0
CUST00028,CUST00294,2,1,1,0
CUST00028,CUST00330,1,1,0,0
CUST00028,CUST00391,1,1,0,0
CUST00028,CUST00661,1,1,0,0
CUST00028,CUST00950,1,1,0,0
CUST00028,CUST01111,1,1,0,0
CUST00028,CUST01155,1,1,0,0
CUST00028,CUST01280,1,1,0,0
CUST00028,CUST01286,3,1,2,0
CUST00028,CUST01544,1,1,0,0
CUST00028,CUST01619,1,1,0,0
CUST00028,CUST01657,1,1,0,0
CUST00028,CUST01882,1,1,0,0
CUST00028,CUST01933,1,1,0,0
CUST00052,CUST00154,1,1,0,0
CUST00052,CUST00206,1,1,0,0
CUST00052,CUST00219,2,1,1,0
CUST00052,CUST00294,1,1,0,0
CUST00052,CUST00330,1,1,0,0
CUST00052,CUST00391,1,1,0,0
CUST00052,CUST00661,1,1,0,0
CUST00052,CUST00950,2,1,1,0
CUST00052,CUST01111,1,1,0,0
CUST00052,CUST01155,1,1,0,0
CUST00052,CUST01280,1,1,0,0
CUST00052,CUST01286,1,1,0,0
CUST00052,CUST01544,2,1,1,0
CUST00052,CUST01619,1,1,0,0
CUST00052,CUST01657,2,1,1,0
CUST00052,CUST01882,1,1,0,0
CUST00052,CUST01933,1,1,0,0
CUST00154,CUST00206,1,1,0,0
CUST00154,CUST00219,1,1,0,0
CUST00154,CUST00294,2,1,0,1
CUST00154,CUST00391,2,1,1,0
CUST00154,CUST00661,2,1,1,0
CUST00154,CUST00950,1,1,0,0
CUST00154,CUST01111,2,1,1,0
CUST00154,CUST01155,2,1,1,0
CUST00154,CUST01280,2,1,1,0
CUST00154,CUST01286,1,1,0,0
CUST00154,CUST01544,1,1,0,0
CUST00154,CUST01619,2,1,1,0
CUST00154,CUST01657,2,1,1,0
CUST00154,CUST01882,1,1,0,0
CUST00154,CUST01933,1,1,0,0
CUST00206,CUST00219,1,1,0,0
CUST00206,CUST00294,1,1,0,0
CUST00206,CUST00330,1,1,0,0
CUST00206,CUST00391,1,1,0,0
CUST00206,CUST00661,1,1,0,0
CUST00206,CUST00950,2,2,0,0
CUST00206,CUST01111,2,2,0,0
CUST00206,CUST01155,1,1,0,0
CUST00206,CUST01280,2,2,0,0
CUST00206,CUST01286,1,1,0,0
CUST00206,CUST01544,1,1,0,0
CUST00206,CUST01657,1,1,0,0
CUST00206,CUST01882,2,1,1,0
CUST00206,CUST01933,2,1,1,0
CUST00219,CUST00294,1,1,0,0
CUST00219,CUST00330,1,1,0,0
CUST00219,CUST00391,1,1,0,0
CUST00219,CUST00661,1,1,0,0
CUST00219,CUST01111,1,1,0,0
CUST00219,CUST01280,1,1,0,0
CUST00219,CUST01286,1,1,0,0
CUST00219,CUST01544,2,2,0,0
CUST00219,CUST01619,1,1,0,0
CUST00219,CUST01882,1,1,0,0
CUST00219,CUST01933,1,1,0,0
CUST00294,CUST00330,2,1,0,1
CUST00294,CUST00661,1,1,0,0
CUST00294,CUST00950,1,1,0,0
CUST00294,CUST01111,1,1,0,0
CUST00294,CUST01155,1,1,0,0
CUST00294,CUST01280,2,1,0,1
CUST00294,CUST01286,3,1,1,1
CUST00294,CUST01544,1,1,0,0
CUST00294,CUST01619,1,1,0,0
CUST00294,CUST01657,1,1,0,0
CUST00294,CUST01882,1,1,0,0
CUST00294,CUST01933,2,1,1,0
CUST00330,CUST00391,1,1,0,0
CUST00330,CUST00661,1,1,0,0
CUST00330,CUST00950,1,1,0,0
CUST00330,CUST01111,1,1,0,0
CUST00330,CUST01155,1,1,0,0
CUST00330,CUST01280,2,1,0,1
CUST00330,CUST01286,2,1,0,1
CUST00330,CUST01544,1,1,0,0
CUST00330,CUST01619,2,1,0,1
CUST00330,CUST01657,1,1,0,0
CUST00330,CUST01882,1,1,0,0
CUST00330,CUST01933,2,1,1,0
CUST00391,CUST00661,1,1,0,0
CUST00391,CUST00950,1,1,0,0
CUST00391,CUST01111,1,1,0,0
CUST00391,CUST01155,1,1,0,0
CUST00391,CUST01280,2,1,1,0
CUST00391,CUST01286,1,1,0,0
CUST00391,CUST01544,1,1,0,0
CUST00391,CUST01619,2,1,0,1
CUST00391,CUST01657,1,1,0,0
CUST00391,CUST01882,2,1,1,0
CUST00391,CUST01933,2,1,1,0
CUST00661,CUST00950,2,1,1,0
CUST00661,CUST01111,1,1,0,0
CUST00661,CUST01155,2,1,1,0
CUST00661,CUST01280,1,1,0,0
CUST00661,CUST01286,1,1,0,0
CUST00661,CUST01544,1,1,0,0
CUST00661,CUST01657,1,1,0,0
CUST00661,CUST01882,1,1,0,0
CUST00950,CUST01111,1,1,0,0
CUST00950,CUST01155,2,1,1,0
CUST00950,CUST01280,1,1,0,0
CUST00950,CUST01286,1,1,0,0
CUST00950,CUST01544,1,1,0,0
CUST00950,CUST01619,1,1,0,0
CUST00950,CUST01657,2,1,1,0
CUST00950,CUST01882,1,1,0,0
CUST00950,CUST01933,1,1,0,0
CUST01111,CUST01155,1,1,0,0
CUST01111,CUST01280,2,2,0,0
CUST01111,CUST01286,1,1,0,0
CUST01111,CUST01619,2,1,1,0
CUST01111,CUST01657,2,1,0,1
CUST01111,CUST01882,2,1,1,0
CUST01111,CUST01933,1,1,0,0
CUST01155,CUST01280,1,1,0,0
CUST01155,CUST01619,1,1,0,0
CUST01155,CUST01882,1,1,0,0
CUST01155,CUST01933,1,1,0,0
CUST01280,CUST01286,2,1,0,1
CUST01280,CUST01544,1,1,0,0
CUST01280,CUST01619,1,1,0,0
CUST01280,CUST01657,3,1,1,1
CUST01280,CUST01882,1,1,0,0
CUST01280,CUST01933,2,1,1,0
CUST01286,CUST01544,1,1,0,0
CUST01286,CUST01619,2,2,0,0
CUST01286,CUST01657,1,1,0,0
CUST01286,CUST01882,1,1,0,0
CUST01286,CUST01933,2,1,1,0
CUST01544,CUST01619,2,2,0,0
CUST01544,CUST01657,1,1,0,0
CUST01544,CUST01882,1,1,0,0
CUST01544,CUST01933,1,1,0,0
CUST01619,CUST01657,2,1,1,0
CUST01619,CUST01882,1,1,0,0
CUST01619,CUST01933,2,1,1,0
CUST01657,CUST01882,1,1,0,0
CUST01657,CUST01933,2,2,0,0
CUST01882,CUST01933,1,1,0,0
CUST00139,CUST00309,1,1,0,0
CUST00139,CUST00351,1,1,0,0
CUST00139,CUST00449,1,1,0,0
CUST00139,CUST00505,2,1,1,0
CUST00139,CUST00587,2,1,1,0
CUST00139,CUST00598,1,1,0,0
CUST00139,CUST00692,1,1,0,0
CUST00139,CUST00838,1,1,0,0
CUST00139,CUST00957,1,1,0,0
CUST00139,CUST01052,2,1,1,0
CUST00139,CUST01191,1,1,0,0
CUST00139,CUST01219,1,1,0,0
CUST00139,CUST01487,1,1,0,0
CUST00139,CUST01510,1,1,0,0
CUST00139,CUST01513,1,1,0,0
CUST00139,CUST01568,1,1,0,0
CUST00139,CUST01718,1,1,0,0
CUST00309,CUST00351,1,1,0,0
CUST00309,CUST00449,1,1,0,0
CUST00309,CUST00505,1,1,0,0
CUST00309,CUST00587,1,1,0,0
CUST00309,CUST00692,2,1,1,0
CUST00309,CUST01052,1,1,0,0
CUST00309,CUST01191,1,1,0,0
CUST00309,CUST01219,1,1,0,0
CUST00309,CUST01487,2,1,1,0
CUST00309,CUST01510,1,1,0,0
CUST00309,CUST01513,2,1,1,0
CUST00309,CUST01568,1,1,0,0
CUST00309,CUST01622,1,1,0,0
CUST00309,CUST01718,1,1,0,0
CUST00351,CUST00449,2,1,1,0
CUST00351,CUST00505,1,1,0,0
CUST00351,CUST00587,2,2,0,0
CUST00351,CUST00598,1,1,0,0
CUST00351,CUST00692,1,1,0,0
CUST00351,CUST00838,2,1,1,0
CUST00351,CUST00957,1,1,0,0
CUST00351,CUST01052,1,1,0,0
CUST00351,CUST01191,1,1,0,0
CUST00351,CUST01219,1,1,0,0
CUST00351,CUST01487,1,1,0,0
CUST00351,CUST01510,1,1,0,0
CUST00351,CUST01513,1,1,0,0
CUST00351,CUST01568,1,1,0,0
CUST00351,CUST01622,1,1,0,0
CUST00351,CUST01718,1,1,0,0
CUST00449,CUST00505,1,1,0,0
CUST00449,CUST00587,1,1,0,0
CUST00449,CUST00598,1,1,0,0
CUST00449,CUST00692,1,1,0,0
CUST00449,CUST00838,1,1,0,0
CUST00449,CUST00957,2,1,1,0
CUST00449,CUST01052,1,1,0,0
CUST00449,CUST01191,2,1,1,0
CUST00449,CUST01219,1,1,0,0
CUST00449,CUST01487,1,1,0,0
CUST00449,CUST01510,1,1,0,0
CUST00449,CUST01513,1,1,0,0
CUST00449,CUST01568,2,1,0,1
CUST00449,CUST01622,1,1,0,0
CUST00449,CUST01718,2,1,1,0
CUST00505,CUST00587,2,2,0,0
CUST00505,CUST00598,1,1,0,0
CUST00505,CUST00692,1,1,0,0
CUST00505,CUST00838,1,1,0,0
CUST00505,CUST00957,1,1,0,0
CUST00505,CUST01052,1,1,0,0
CUST00505,CUST01191,2,2,0,0
CUST00505,CUST01219,1,1,0,0
CUST00505,CUST01487,1,1,0,0
CUST00505,CUST01510,1,1,0,0
CUST00505,CUST01513,1,1,0,0
CUST00505,CUST01568,3,1,2,0
CUST00505,CUST01622,1,1,0,0
CUST00505,CUST01718,1,1,0,0
CUST00587,CUST00598,1,1,0,0
CUST00587,CUST00692,1,1,0,0
CUST00587,CUST00838,2,1,1,0
CUST00587,CUST00957,2,1,0,1
CUST00587,CUST01052,2,1,1,0
CUST00587,CUST01191,2,1,1,0
CUST00587,CUST01219,1,1,0,0
CUST00587,CUST01487,1,1,0,0
CUST00587,CUST01510,2,1,1,0
CUST00587,CUST01513,2,1,1,0
CUST00587,CUST01568,1,1,0,0
CUST00587,CUST01622,1,1,0,0
CUST00587,CUST01718,1,1,0,0
CUST00598,CUST00692,2,1,1,0
CUST00598,CUST00838,1,1,0,0
CUST00598,CUST01052,1,1,0,0
CUST00598,CUST01191,1,1,0,0
CUST00598,CUST01219,1,1,0,0
CUST00598,CUST01487,1,1,0,0
CUST00598,CUST01510,2,1,1,0
CUST00598,CUST01513,2,1,0,1
CUST00598,CUST01568,1,1,0,0
