customer_id,cluster_id,cluster_size
CUST00676,373,1
CUST00683,374,1
CUST00684,375,1
CUST00685,376,1
CUST00688,377,1
CUST00689,378,1
CUST00691,379,1
CUST00696,380,1
CUST01430,381,3
CUST00697,381,3
CUST01331,381,3
CUST00698,382,1
CUST00700,383,1
CUST00705,384,1
CUST00706,385,1
CUST00708,386,1
CUST01653,387,3
CUST00711,387,3
CUST01439,387,3
CUST00713,388,1
CUST00715,389,1
CUST00722,390,1
CUST00724,391,1
CUST01313,392,3
CUST00727,392,3
CUST01277,392,3
CUST00729,393,1
CUST00730,394,1
CUST00731,395,1
CUST00732,396,1
CUST00734,397,1
CUST01912,398,2
CUST00735,398,2
CUST00737,399,1
CUST00738,400,1
CUST00739,401,1
CUST00740,402,2
CUST01311,402,2
CUST00741,403,2
CUST00971,403,2
CUST00744,404,1
CUST00745,405,1
CUST00746,406,1
CUST01654,407,2
CUST00747,407,2
CUST00748,408,3
CUST01947,408,3
CUST01446,408,3
CUST00750,409,1
CUST00881,410,2
CUST00751,410,2
CUST00756,411,1
CUST00758,412,7
CUST01856,412,7
CUST01123,412,7
CUST01508,412,7
CUST01935,412,7
CUST01100,412,7
CUST01885,412,7
CUST00759,413,1
CUST00761,414,1
CUST00767,415,1
CUST00772,416,1
CUST00775,417,3
CUST01347,417,3
CUST01714,417,3
CUST00776,418,1
CUST00777,419,1
CUST00778,420,1
CUST00785,421,1
CUST00786,422,2
CUST00910,422,2
CUST00787,423,1
CUST00789,424,1
CUST00795,425,1
CUST00797,426,1
CUST01349,427,2
CUST00800,427,2
CUST00801,428,1
CUST00802,429,1
CUST00803,430,2
CUST01939,430,2
CUST00804,431,1
CUST00806,432,1
CUST00813,433,1
CUST00814,434,1
CUST00815,435,1
CUST00820,436,2
CUST00900,436,2
CUST00824,437,1
CUST00825,438,1
CUST00826,439,1
CUST00827,440,1
CUST00828,441,1
CUST00830,442,1
CUST00831,443,1
CUST00833,444,1
CUST00834,445,1
CUST00835,446,1
CUST00836,447,1
CUST00837,448,2
CUST01258,448,2
CUST00840,449,1
CUST00843,450,1
CUST00846,451,1
CUST00848,452,1
CUST00852,453,1
CUST00853,454,2
CUST01453,454,2
CUST00854,455,1
CUST00855,456,1
CUST01410,457,2
CUST00857,457,2
CUST00859,458,1
CUST01731,459,2
CUST00863,459,2
CUST00864,460,1
CUST00865,461,1
CUST00866,462,1
CUST00867,463,1
CUST00870,464,1
CUST00871,465,1
CUST00873,466,1
CUST00874,467,1
CUST00875,468,1
CUST00878,469,1
CUST00879,470,1
CUST00882,471,1
CUST00884,472,3
CUST01535,472,3
CUST01893,472,3
CUST00885,473,1
CUST00886,474,1
CUST00890,475,1
CUST00894,476,1
CUST00898,477,1
CUST00902,478,1
CUST00904,479,1
CUST00908,480,1
CUST00909,481,1
CUST00911,482,1
CUST00913,483,1
CUST00914,484,1
CUST00915,485,1
CUST00919,486,1
CUST00921,487,1
CUST00923,488,1
CUST00924,489,1
CUST00925,490,1
CUST00926,491,1
CUST00927,492,1
CUST00928,493,1
CUST00952,494,2
CUST00930,494,2
CUST00936,495,1
CUST00937,496,1
CUST00939,497,1
CUST00942,498,1
CUST00944,499,1
CUST00946,500,1
CUST00950,501,1
CUST00953,502,1
CUST00954,503,1
CUST00958,504,1
CUST00961,505,1
CUST00965,506,1
CUST00966,507,1
CUST00969,508,1
CUST00973,509,1
CUST00974,510,1
CUST00979,511,1
CUST00984,512,1
CUST00985,513,1
CUST00988,514,1
CUST00990,515,2
CUST01911,515,2
CUST00993,516,1
CUST00994,517,1
CUST01780,518,2
CUST00997,518,2
CUST00998,519,1
CUST00999,520,1
CUST01000,521,1
CUST01003,522,1
CUST01005,523,1
CUST01006,524,1
CUST01007,525,1
CUST01009,526,1
CUST01011,527,1
CUST01012,528,1
CUST01014,529,1
CUST01019,530,1
CUST01021,531,1
CUST01022,532,1
CUST01023,533,1
CUST01024,534,1
CUST01026,535,1
CUST01030,536,1
CUST01034,537,1
CUST01037,538,1
CUST01038,539,1
CUST01039,540,1
CUST01040,541,1
CUST01041,542,1
CUST01048,543,1
CUST01049,544,1
CUST01053,545,1
CUST01054,546,1
CUST01055,547,1
CUST01056,548,1
CUST01057,549,1
CUST01060,550,2
CUST01227,550,2
CUST01061,551,1
CUST01062,552,1
CUST01063,553,1
CUST01192,554,2
CUST01064,554,2
CUST01067,555,1
CUST01069,556,1
CUST01070,557,1
CUST01071,558,1
CUST01072,559,1
CUST01076,560,1
CUST01079,561,1
CUST01082,562,1
CUST01084,563,1
CUST01087,564,1
CUST01088,565,1
CUST01094,566,1
CUST01097,567,1
CUST01105,568,2
CUST01220,568,2
CUST01114,569,1
CUST01116,570,1
CUST01117,571,1
CUST01118,572,1
CUST01119,573,1
CUST01124,574,1
CUST01127,575,1
CUST01132,576,1
CUST01136,577,1
CUST01142,578,1
CUST01143,579,1
CUST01144,580,2
CUST01853,580,2
CUST01147,581,1
CUST01667,582,2
CUST01149,582,2
CUST01150,583,1
CUST01153,584,1
CUST01785,585,2
CUST01156,585,2
CUST01160,586,1
CUST01163,587,1
CUST01166,588,1
CUST01167,589,1
CUST01171,590,1
CUST01175,591,1
CUST01176,592,1
CUST01177,593,1
CUST01179,594,1
CUST01181,595,2
CUST01544,595,2
CUST01184,596,1
CUST01287,597,2
CUST01185,597,2
CUST01186,598,1
CUST01187,599,1
CUST01188,600,1
CUST01189,601,1
CUST01190,602,1
CUST01200,603,1
CUST01201,604,1
CUST01210,605,1
CUST01213,606,1
CUST01215,607,1
CUST01218,608,1
CUST01222,609,1
CUST01223,610,1
CUST01306,611,2
CUST01224,611,2
CUST01225,612,1
CUST01226,613,1
CUST01230,614,1
CUST01231,615,1
CUST01233,616,1
CUST01234,617,1
CUST01235,618,1
CUST01236,619,1
CUST01237,620,1
CUST01244,621,1
CUST01245,622,1
CUST01248,623,1
CUST01252,624,1
CUST01253,625,2
CUST01816,625,2
CUST01257,626,1
CUST01259,627,1
CUST01264,628,1
CUST01268,629,2
CUST01591,629,2
CUST01270,630,1
CUST01272,631,1
CUST01278,632,1
CUST01279,633,1
CUST01281,634,1
CUST01282,635,1
CUST01283,636,1
CUST01284,637,1
CUST01285,638,1
CUST01286,639,1
CUST01288,640,1
CUST01289,641,1
CUST01290,642,3
CUST01603,642,3
CUST01750,642,3
CUST01291,643,1
CUST01294,644,1
CUST01297,645,1
CUST01298,646,1
CUST01299,647,1
CUST01302,648,1
CUST01304,649,1
CUST01305,650,2
CUST01615,650,2
CUST01308,651,1
CUST01309,652,1
CUST01310,653,1
CUST01312,654,1
CUST01315,655,1
CUST01324,656,1
CUST01325,657,1
CUST01327,658,1
CUST01330,659,1
CUST01333,660,1
CUST01335,661,1
CUST01337,662,1
CUST01342,663,1
CUST01346,664,1
CUST01350,665,1
CUST01351,666,1
CUST01353,667,1
CUST01354,668,1
CUST01356,669,1
CUST01357,670,1
CUST01367,671,1
CUST01369,672,1
CUST01370,673,1
CUST01371,674,1
CUST01372,675,1
CUST01374,676,3
CUST01928,676,3
CUST01498,676,3
CUST01376,677,1
CUST01378,678,1
CUST01382,679,1
CUST01384,680,1
CUST01389,681,1
CUST01390,682,1
CUST01393,683,3
CUST01524,683,3
CUST01708,683,3
CUST01394,684,1
CUST01395,685,1
CUST01396,686,1
CUST01397,687,1
CUST01405,688,1
CUST01413,689,1
CUST01419,690,1
CUST01421,691,1
CUST01423,692,1
CUST01428,693,1
CUST01429,694,1
CUST01432,695,1
CUST01435,696,1
CUST01436,697,1
CUST01437,698,1
CUST01440,699,1
CUST01442,700,1
CUST01444,701,1
CUST01447,702,1
CUST01448,703,1
CUST01449,704,1
CUST01848,705,2
CUST01452,705,2
CUST01456,706,1
CUST01458,707,1
CUST01461,708,1
CUST01462,709,1
CUST01463,710,1
CUST01467,711,1
CUST01471,712,1
CUST01472,713,1
CUST01475,714,1
CUST01477,715,1
CUST01480,716,1
CUST01482,717,1
CUST01484,718,1
CUST01486,719,1
CUST01488,720,1
CUST01489,721,1
CUST01493,722,1
CUST01494,723,1
CUST01501,724,2
CUST01878,724,2
CUST01502,725,1
CUST01504,726,1
CUST01506,727,1
CUST01512,728,1
CUST01513,729,1
CUST01516,730,1
CUST01518,731,1
CUST01523,732,1
CUST01526,733,1
CUST01527,734,2
CUST01595,734,2
CUST01532,735,1
CUST01536,736,1
CUST01539,737,1
CUST01540,738,1
CUST01543,739,3
CUST01558,739,3
CUST01954,739,3
CUST01545,740,1
CUST01547,741,1
CUST01551,742,1
CUST01552,743,1
CUST01554,744,1
CUST01557,745,1
CUST01559,746,1
CUST01560,747,1
CUST01567,748,1
CUST01569,749,1
CUST01570,750,1
CUST01571,751,1
CUST01572,752,1
CUST01576,753,1
CUST01581,754,1
CUST01584,755,1
CUST01587,756,1
CUST01588,757,1
CUST01589,758,1
CUST01592,759,1
CUST01594,760,1
CUST01596,761,1
CUST01598,762,1
CUST01599,763,1
CUST01601,764,1
CUST01602,765,1
CUST01604,766,1
CUST01605,767,1
CUST01606,768,1
CUST01608,769,1
CUST01610,770,1
CUST01611,771,1
CUST01616,772,1
CUST01617,773,1
CUST01621,774,1
CUST01622,775,1
CUST01623,776,1
CUST01627,777,1
CUST01628,778,1
CUST01631,779,1
CUST01640,780,1
CUST01642,781,1
CUST01643,782,1
CUST01645,783,1
CUST01647,784,1
CUST01648,785,1
CUST01649,786,1
CUST01650,787,1
CUST01652,788,1
CUST01655,789,1
CUST01660,790,1
CUST01662,791,1
CUST01664,792,1
CUST01668,793,1
CUST01669,794,1
CUST01671,795,1
CUST01672,796,1
CUST01673,797,1
CUST01675,798,1
CUST01679,799,1
CUST01682,800,1
CUST01684,801,1
CUST01685,802,1
CUST01689,803,1
CUST01690,804,1
CUST01693,805,1
CUST01694,806,1
CUST01696,807,1
CUST01698,808,2
CUST01969,808,2
CUST01699,809,1
CUST01701,810,1
CUST01702,811,1
CUST01703,812,1
CUST01704,813,1
CUST01706,814,1
CUST01711,815,1
CUST01712,816,1
CUST01718,817,1
CUST01719,818,1
CUST01724,819,1
CUST01725,820,1
CUST01727,821,1
CUST01728,822,1
CUST01729,823,1
CUST01735,824,1
CUST01741,825,1
CUST01742,826,1
CUST01744,827,1
CUST01752,828,1
CUST01754,829,1
CUST01755,830,1
CUST01758,831,1
CUST01759,832,1
CUST01762,833,1
CUST01765,834,1
CUST01766,835,1
CUST01767,836,1
CUST01769,837,1
CUST01770,838,1
CUST01771,839,1
CUST01772,840,1
CUST01773,841,1
CUST01777,842,1
CUST01786,843,1
CUST01789,844,1
CUST01793,845,1
CUST01797,846,1
CUST01858,847,2
CUST01800,847,2
CUST01801,848,1
CUST01804,849,1
CUST01806,850,1
CUST01807,851,1
CUST01808,852,1
CUST01810,853,1
CUST01817,854,1
CUST01818,855,1
CUST01821,856,1
CUST01824,857,1
CUST01877,858,2
CUST01828,858,2
CUST01833,859,1
CUST01835,860,1
CUST01840,861,1
CUST01847,862,1
CUST01849,863,1
CUST01850,864,1
CUST01859,865,1
CUST01860,866,1
CUST01861,867,1
CUST01863,868,1
CUST01865,869,1
CUST01866,870,1
CUST01867,871,1
CUST01868,872,1
CUST01870,873,1
CUST01872,874,1
CUST01873,875,1
CUST01875,876,1
CUST01887,877,1
CUST01891,878,1
CUST01892,879,1
CUST01894,880,1
CUST01897,881,1
CUST01898,882,1
CUST01900,883,1
CUST01901,884,1
CUST01902,885,1
CUST01904,886,1
CUST01908,887,1
CUST01909,888,1
CUST01916,889,1
CUST01918,890,1
CUST01922,891,1
CUST01925,892,1
CUST01926,893,1
CUST01931,894,1
CUST01933,895,1
CUST01937,896,1
CUST01940,897,1
CUST01942,898,1
CUST01945,899,1
CUST01948,900,1
CUST01951,901,1
CUST01952,902,1
CUST01955,903,1
CUST01962,904,1
CUST01964,905,1
CUST01966,906,1
CUST01980,907,1
CUST01981,908,1
CUST01984,909,1
CUST01986,910,1
CUST01990,911,1
CUST01991,912,1
CUST01992,913,1
CUST01993,914,1
CUST01994,915,1
CUST01996,916,1
