customer_id,graph_degree,graph_weighted_degree,graph_max_edge_weight,connected_component_id,connected_component_size,num_distinct_devices_used,num_distinct_ips_used
CUST00658,479,555,3,0,2000,7,7
CUST00659,564,861,11,0,2000,4,3
CUST00660,462,509,3,0,2000,7,7
CUST00661,441,521,4,0,2000,9,9
CUST00662,740,904,4,0,2000,15,15
CUST00663,346,391,3,0,2000,6,7
CUST00664,759,912,3,0,2000,14,14
CUST00665,600,688,4,0,2000,11,11
CUST00666,460,511,3,0,2000,8,8
CUST00667,352,379,3,0,2000,5,5
CUST00668,447,516,3,0,2000,6,6
CUST00669,547,655,4,0,2000,12,12
CUST00670,250,263,2,0,2000,5,5
CUST00671,432,475,3,0,2000,8,8
CUST00672,746,908,5,0,2000,12,12
CUST00673,624,952,10,0,2000,4,3
CUST00674,740,948,4,0,2000,15,15
CUST00675,786,999,5,0,2000,15,15
CUST00676,732,918,4,0,2000,15,14
CUST00677,602,705,3,0,2000,11,11
CUST00678,571,674,3,0,2000,10,10
CUST00679,731,917,4,0,2000,14,14
CUST00680,703,900,4,0,2000,12,13
CUST00681,599,693,4,0,2000,11,11
CUST00682,450,503,3,0,2000,6,6
CUST00683,351,377,3,0,2000,5,5
CUST00684,727,875,3,0,2000,13,13
CUST00685,582,691,3,0,2000,9,9
CUST00686,294,316,3,0,2000,5,5
CUST00687,521,588,3,0,2000,9,9
CUST00688,514,595,4,0,2000,9,9
CUST00689,427,473,4,0,2000,7,7
CUST00690,430,496,3,0,2000,9,9
CUST00691,531,617,4,0,2000,11,11
CUST00692,644,797,4,0,2000,11,11
CUST00693,536,639,3,0,2000,11,11
CUST00694,405,459,4,0,2000,5,4
CUST00695,763,931,4,0,2000,15,15
CUST00696,870,1080,5,0,2000,15,15
CUST00697,388,433,3,0,2000,8,8
CUST00698,651,790,4,0,2000,11,11
CUST00699,702,835,4,0,2000,13,13
CUST00700,665,1088,12,0,2000,4,3
CUST00701,755,932,4,0,2000,13,13
CUST00702,669,1098,12,0,2000,4,3
CUST00703,399,443,3,0,2000,7,7
CUST00704,549,636,3,0,2000,8,7
CUST00705,438,498,3,0,2000,9,9
CUST00706,520,610,3,0,2000,11,11
CUST00707,537,640,4,0,2000,12,12
CUST00708,668,810,4,0,2000,11,11
CUST00709,544,628,3,0,2000,8,8
CUST00710,679,834,4,0,2000,13,13
CUST00711,487,556,3,0,2000,9,9
CUST00712,760,967,4,0,2000,15,15
CUST00713,759,945,5,0,2000,15,15
CUST00714,376,421,3,0,2000,8,8
CUST00715,367,405,2,0,2000,7,7
CUST00716,645,811,4,0,2000,11,11
CUST00717,676,852,4,0,2000,12,12
CUST00718,486,574,3,0,2000,10,10
CUST00719,747,952,5,0,2000,15,15
CUST00720,448,503,3,0,2000,9,9
CUST00721,640,779,5,0,2000,12,12
CUST00722,613,732,4,0,2000,12,13
CUST00723,734,1185,12,0,2000,4,3
CUST00724,702,863,4,0,2000,15,15
CUST00725,718,899,4,0,2000,14,14
CUST00726,579,681,4,0,2000,9,9
CUST00727,269,285,2,0,2000,5,5
CUST00728,766,962,5,0,2000,15,15
CUST00729,517,589,3,0,2000,6,6
CUST00730,411,450,3,0,2000,7,7
CUST00731,453,527,3,0,2000,9,10
CUST00732,427,480,4,0,2000,7,7
CUST00733,740,1227,12,0,2000,4,3
CUST00734,528,808,10,0,2000,4,3
CUST00735,542,635,3,0,2000,9,8
CUST00736,658,809,4,0,2000,13,12
CUST00737,366,397,2,0,2000,5,5
CUST00738,265,284,2,0,2000,5,5
CUST00739,681,835,4,0,2000,12,12
CUST00740,660,781,4,0,2000,13,12
CUST00741,348,374,2,0,2000,5,5
CUST00742,399,441,3,0,2000,6,6
CUST00743,296,313,2,0,2000,6,5
CUST00744,580,925,12,0,2000,4,3
CUST00745,630,745,4,0,2000,11,10
CUST00746,509,566,3,0,2000,10,10
CUST00747,397,445,4,0,2000,8,8
CUST00748,601,727,3,0,2000,14,13
CUST00749,722,876,3,0,2000,13,14
CUST00750,302,319,3,0,2000,5,5
CUST00751,463,523,4,0,2000,8,8
CUST00752,285,307,3,0,2000,5,5
CUST00753,538,638,4,0,2000,10,10
CUST00754,733,892,5,0,2000,13,14
CUST00755,487,556,4,0,2000,9,10
CUST00756,714,866,4,0,2000,12,12
CUST00757,510,587,3,0,2000,8,8
CUST00758,494,571,3,0,2000,8,7
CUST00759,677,1131,12,0,2000,4,3
CUST00760,665,799,4,0,2000,9,9
CUST00761,745,937,4,0,2000,14,14
CUST00762,517,583,3,0,2000,10,10
CUST00763,716,878,4,0,2000,15,15
CUST00764,545,630,4,0,2000,8,7
CUST00765,339,371,3,0,2000,7,7
CUST00766,638,746,4,0,2000,11,11
CUST00767,527,608,4,0,2000,10,10
CUST00768,804,1007,4,0,2000,15,15
CUST00769,782,1002,5,0,2000,14,15
CUST00770,706,866,4,0,2000,12,12
CUST00771,766,1243,13,0,2000,4,3
CUST00772,385,418,4,0,2000,6,6
CUST00773,850,1151,5,0,2000,14,14
CUST00774,334,357,3,0,2000,6,6
CUST00775,226,240,2,0,2000,5,4
CUST00776,769,978,3,0,2000,14,14
CUST00777,776,953,4,0,2000,14,14
CUST00778,589,707,3,0,2000,11,11
CUST00779,765,985,6,0,2000,15,15
CUST00780,766,939,6,0,2000,14,14
CUST00781,658,791,4,0,2000,14,14
CUST00782,767,948,4,0,2000,14,14
CUST00783,550,640,3,0,2000,8,8
CUST00784,597,688,5,0,2000,12,11
CUST00785,729,885,4,0,2000,14,14
CUST00786,504,584,4,0,2000,7,7
CUST00787,627,743,3,0,2000,10,10
CUST00788,370,409,3,0,2000,7,7
CUST00789,740,920,5,0,2000,14,14
CUST00790,401,440,2,0,2000,7,7
CUST00791,592,700,3,0,2000,11,11
CUST00792,515,604,4,0,2000,8,8
CUST00793,633,1000,11,0,2000,4,3
CUST00794,620,730,3,0,2000,11,11
CUST00795,607,727,3,0,2000,9,8
CUST00796,585,688,3,0,2000,12,12
CUST00797,422,478,3,0,2000,7,7
CUST00798,355,405,3,0,2000,7,7
CUST00799,908,1192,4,0,2000,15,15
CUST00800,485,549,3,0,2000,7,7
CUST00801,707,851,3,0,2000,14,14
CUST00802,523,601,3,0,2000,9,9
CUST00803,410,465,4,0,2000,8,8
CUST00804,520,579,3,0,2000,9,9
CUST00805,738,1243,12,0,2000,4,3
CUST00806,798,1012,4,0,2000,15,15
CUST00807,297,321,3,0,2000,6,6
CUST00808,356,391,3,0,2000,6,6
CUST00809,364,398,3,0,2000,7,7
CUST00810,607,897,10,0,2000,4,3
CUST00811,433,485,3,0,2000,7,7
CUST00812,718,1106,10,0,2000,4,3
CUST00813,373,406,3,0,2000,7,7
CUST00814,382,419,3,0,2000,6,6
CUST00815,468,544,4,0,2000,9,9
CUST00816,411,441,2,0,2000,6,6
CUST00817,722,907,3,0,2000,13,13
CUST00818,229,237,2,0,2000,5,4
CUST00819,335,368,3,0,2000,6,6
CUST00820,572,674,3,0,2000,12,11
CUST00821,340,365,3,0,2000,5,5
CUST00822,334,361,3,0,2000,5,5
CUST00823,605,720,3,0,2000,9,9
CUST00824,287,311,3,0,2000,6,6
CUST00825,383,422,3,0,2000,6,6
CUST00826,605,717,4,0,2000,11,11
CUST00827,482,551,3,0,2000,6,5
CUST00828,629,754,4,0,2000,13,12
CUST00829,817,1074,5,0,2000,15,15
CUST00830,573,682,4,0,2000,10,11
CUST00831,612,730,4,0,2000,11,11
CUST00832,540,636,4,0,2000,11,11
CUST00833,500,568,4,0,2000,10,10
CUST00834,599,716,3,0,2000,13,13
CUST00835,473,537,4,0,2000,7,7
CUST00836,727,895,4,0,2000,12,14
CUST00837,526,611,4,0,2000,9,9
CUST00838,608,700,3,0,2000,12,11
CUST00839,443,500,3,0,2000,7,7
CUST00840,408,448,3,0,2000,5,5
CUST00841,315,346,3,0,2000,6,6
CUST00842,738,937,4,0,2000,14,15
CUST00843,620,779,5,0,2000,9,9
CUST00844,795,1034,5,0,2000,15,15
CUST00845,688,839,4,0,2000,13,13
CUST00846,468,529,3,0,2000,8,8
CUST00847,655,1045,11,0,2000,4,3
CUST00848,730,900,4,0,2000,15,15
CUST00849,452,513,3,0,2000,8,7
CUST00850,507,584,4,0,2000,9,9
CUST00851,834,1085,4,0,2000,14,14
CUST00852,662,814,4,0,2000,14,14
CUST00853,259,284,3,0,2000,5,5
CUST00854,719,894,4,0,2000,14,14
CUST00855,255,269,2,0,2000,5,5
CUST00856,454,516,3,0,2000,10,10
CUST00857,635,754,4,0,2000,11,11
CUST00858,551,637,3,0,2000,9,9
CUST00859,649,794,5,0,2000,13,13
CUST00860,634,754,4,0,2000,9,9
CUST00861,474,524,3,0,2000,8,8
CUST00862,663,782,3,0,2000,12,12
CUST00863,868,1120,4,0,2000,14,14
CUST00864,406,462,4,0,2000,6,6
CUST00865,607,713,3,0,2000,10,10
CUST00866,592,707,4,0,2000,11,11
CUST00867,286,314,4,0,2000,6,6
CUST00868,700,843,4,0,2000,13,13
CUST00869,564,651,3,0,2000,10,10
CUST00870,435,501,4,0,2000,9,9
CUST00871,775,1016,4,0,2000,13,13
CUST00872,246,271,3,0,2000,5,5
CUST00873,492,554,3,0,2000,9,9
CUST00874,483,552,3,0,2000,10,10
CUST00875,330,354,2,0,2000,5,5
CUST00876,254,268,2,0,2000,5,5
CUST00877,314,341,3,0,2000,6,6
CUST00878,748,938,4,0,2000,14,14
CUST00879,441,494,3,0,2000,8,8
CUST00880,584,677,4,0,2000,10,10
CUST00881,269,284,2,0,2000,5,5
CUST00882,468,527,3,0,2000,7,7
CUST00883,346,379,3,0,2000,5,5
CUST00884,868,1116,4,0,2000,14,14
CUST00885,741,1219,13,0,2000,4,3
CUST00886,689,853,4,0,2000,15,15
CUST00887,542,617,4,0,2000,10,10
CUST00888,605,691,3,0,2000,10,10
CUST00889,745,964,4,0,2000,13,13
CUST00890,401,442,3,0,2000,6,6
CUST00891,868,1106,4,0,2000,13,13
CUST00892,519,577,4,0,2000,9,9
CUST00893,810,1062,3,0,2000,14,14
CUST00894,321,343,2,0,2000,5,4
CUST00895,625,744,3,0,2000,11,12
CUST00896,451,502,3,0,2000,7,7
CUST00897,642,779,5,0,2000,13,13
CUST00898,355,400,3,0,2000,7,7
CUST00899,648,814,4,0,2000,14,14
CUST00900,323,344,2,0,2000,5,5
CUST00901,306,329,2,0,2000,6,6
CUST00902,663,810,3,0,2000,13,13
CUST00903,751,949,4,0,2000,13,13
CUST00904,339,364,3,0,2000,5,5
CUST00905,314,335,3,0,2000,5,5
CUST00906,356,379,3,0,2000,5,5
CUST00907,323,338,2,0,2000,6,6
CUST00908,631,751,5,0,2000,13,12
CUST00909,497,581,4,0,2000,8,8
CUST00910,748,943,5,0,2000,14,14
CUST00911,514,804,10,0,2000,4,3
CUST00912,651,1012,12,0,2000,4,3
CUST00913,665,831,5,0,2000,9,9
CUST00914,768,980,4,0,2000,15,15
CUST00915,527,607,3,0,2000,9,9
CUST00916,504,584,3,0,2000,9,9
CUST00917,563,684,4,0,2000,11,12
CUST00918,761,954,4,0,2000,14,14
CUST00919,481,534,2,0,2000,8,8
CUST00920,779,1001,4,0,2000,15,15
CUST00921,567,663,3,0,2000,9,9
CUST00922,661,775,3,0,2000,10,10
CUST00923,773,964,4,0,2000,15,14
CUST00924,677,816,3,0,2000,12,12
CUST00925,460,507,3,0,2000,7,7
CUST00926,747,950,4,0,2000,13,14
CUST00927,532,636,3,0,2000,11,11
CUST00928,568,858,11,0,2000,4,3
CUST00929,457,512,3,0,2000,9,9
CUST00930,603,706,4,0,2000,11,11
CUST00931,515,590,4,0,2000,10,10
CUST00932,722,899,4,0,2000,14,14
CUST00933,535,628,4,0,2000,10,10
CUST00934,446,503,3,0,2000,9,9
CUST00935,612,742,3,0,2000,13,13
CUST00936,727,926,4,0,2000,13,13
CUST00937,700,891,4,0,2000,12,12
CUST00938,545,621,3,0,2000,9,9
CUST00939,523,611,3,0,2000,11,11
CUST00940,505,590,3,0,2000,10,10
CUST00941,387,423,3,0,2000,6,6
CUST00942,657,1050,11,0,2000,4,3
CUST00943,594,709,4,0,2000,12,12
CUST00944,351,371,2,0,2000,5,5
CUST00945,336,366,3,0,2000,6,6
CUST00946,603,705,4,0,2000,12,12
CUST00947,543,624,4,0,2000,8,8
CUST00948,664,1113,12,0,2000,4,3
CUST00949,537,615,3,0,2000,9,9
CUST00950,530,585,3,0,2000,9,9
CUST00951,395,437,3,0,2000,9,9
CUST00952,265,285,2,0,2000,5,5
CUST00953,255,285,3,0,2000,5,5
CUST00954,655,793,5,0,2000,12,12
CUST00955,359,390,2,0,2000,5,5
CUST00956,578,699,3,0,2000,11,11
CUST00957,768,967,5,0,2000,14,13
CUST00958,362,398,3,0,2000,6,6
CUST00959,499,562,3,0,2000,9,9
CUST00960,275,292,2,0,2000,5,5
CUST00961,699,848,4,0,2000,14,14
CUST00962,680,825,4,0,2000,13,13
CUST00963,306,326,2,0,2000,5,5
CUST00964,613,735,3,0,2000,10,10
CUST00965,373,400,3,0,2000,6,6
CUST00966,325,362,3,0,2000,6,6
CUST00967,582,711,4,0,2000,11,12
CUST00968,628,738,4,0,2000,11,11
CUST00969,494,547,3,0,2000,8,8
CUST00970,637,784,5,0,2000,12,12
CUST00971,841,1101,5,0,2000,15,15
CUST00972,283,297,3,0,2000,5,5
CUST00973,549,645,3,0,2000,9,9
CUST00974,751,933,4,0,2000,14,14
CUST00975,715,871,5,0,2000,13,13
CUST00976,671,1075,12,0,2000,4,3
CUST00977,273,290,2,0,2000,5,5
CUST00978,574,677,4,0,2000,12,12
CUST00979,443,496,3,0,2000,7,7
CUST00980,361,393,3,0,2000,5,5
CUST00981,398,433,3,0,2000,7,7
CUST00982,503,573,3,0,2000,7,7
CUST00983,435,493,3,0,2000,9,9
CUST00984,550,633,4,0,2000,10,10
CUST00985,618,777,4,0,2000,12,12
CUST00986,676,843,4,0,2000,13,13
CUST00987,696,851,4,0,2000,11,11
CUST00988,603,716,4,0,2000,13,13
CUST00989,465,530,3,0,2000,10,10
CUST00990,693,827,4,0,2000,11,11
CUST00991,335,366,3,0,2000,7,7
CUST00992,627,742,4,0,2000,12,12
CUST00993,766,983,4,0,2000,14,14
CUST00994,396,439,3,0,2000,6,6
CUST00995,725,897,3,0,2000,15,15
CUST00996,479,557,4,0,2000,10,10
CUST00997,828,1049,4,0,2000,15,15
CUST00998,497,581,4,0,2000,10,10
CUST00999,326,355,3,0,2000,5,5
CUST01000,652,783,4,0,2000,12,12
CUST01001,565,660,3,0,2000,12,12
CUST01002,598,937,10,0,2000,4,3
CUST01003,875,1171,5,0,2000,15,15
CUST01004,437,503,4,0,2000,9,9
CUST01005,450,499,3,0,2000,9,9
CUST01006,459,523,3,0,2000,8,8
CUST01007,441,497,4,0,2000,7,7
CUST01008,261,283,2,0,2000,5,5
CUST01009,637,770,3,0,2000,14,14
CUST01010,670,1075,11,0,2000,4,3
CUST01011,394,440,3,0,2000,7,7
CUST01012,643,1003,11,0,2000,4,3
CUST01013,473,544,4,0,2000,6,6
CUST01014,646,777,4,0,2000,11,11
CUST01015,435,491,3,0,2000,8,8
CUST01016,567,664,3,0,2000,11,11
CUST01017,713,885,4,0,2000,14,13
CUST01018,352,381,3,0,2000,6,5
CUST01019,442,504,4,0,2000,7,7
CUST01020,616,743,3,0,2000,12,12
CUST01021,750,924,5,0,2000,13,15
CUST01022,539,651,4,0,2000,11,11
CUST01023,844,1113,4,0,2000,14,14
CUST01024,799,1033,5,0,2000,14,14
CUST01025,686,1025,12,0,2000,4,3
CUST01026,465,531,3,0,2000,10,10
CUST01027,849,1121,4,0,2000,15,15
CUST01028,511,594,4,0,2000,10,10
CUST01029,629,759,4,0,2000,13,13
CUST01030,582,717,4,0,2000,12,12
CUST01031,302,331,3,0,2000,7,6
CUST01032,814,1059,4,0,2000,14,14
CUST01033,714,952,5,0,2000,10,10
CUST01034,638,1042,12,0,2000,4,3
CUST01035,755,977,5,0,2000,14,14
CUST01036,349,376,2,0,2000,5,5
CUST01037,331,354,2,0,2000,6,6
CUST01038,828,1096,5,0,2000,15,15
CUST01039,759,946,5,0,2000,12,12
CUST01040,557,670,4,0,2000,12,12
CUST01041,524,624,5,0,2000,11,10
CUST01042,669,800,4,0,2000,12,12
CUST01043,378,410,3,0,2000,6,6
CUST01044,449,513,3,0,2000,8,8
CUST01045,402,448,3,0,2000,8,8
CUST01046,647,781,4,0,2000,12,12
CUST01047,557,643,3,0,2000,11,11
CUST01048,621,773,4,0,2000,12,12
CUST01049,374,417,3,0,2000,6,6
CUST01050,462,519,3,0,2000,9,9
CUST01051,670,806,4,0,2000,11,10
CUST01052,640,779,4,0,2000,12,13
CUST01053,590,704,4,0,2000,12,12
CUST01054,699,877,6,0,2000,13,13
CUST01055,372,399,2,0,2000,7,7
CUST01056,327,347,3,0,2000,5,5
CUST01057,600,698,3,0,2000,11,11
CUST01058,419,469,3,0,2000,7,7
CUST01059,648,808,4,0,2000,13,13
CUST01060,353,380,2,0,2000,7,7
CUST01061,482,576,3,0,2000,10,10
CUST01062,829,1037,6,0,2000,13,13
CUST01063,624,715,4,0,2000,11,11
CUST01064,261,306,3,0,2000,5,5
CUST01065,444,496,3,0,2000,9,9
CUST01066,695,857,5,0,2000,15,15
CUST01067,510,593,4,0,2000,9,9
CUST01068,701,903,5,0,2000,12,12
CUST01069,268,288,3,0,2000,5,5
CUST01070,657,806,4,0,2000,13,12
CUST01071,503,588,3,0,2000,10,11
CUST01072,414,470,3,0,2000,8,8
CUST01073,518,601,4,0,2000,10,10
CUST01074,372,411,3,0,2000,6,6
CUST01075,321,344,3,0,2000,5,6
CUST01076,317,347,3,0,2000,5,5
CUST01077,279,304,3,0,2000,5,5
CUST01078,678,823,4,0,2000,13,13
CUST01079,261,291,3,0,2000,5,5
CUST01080,410,451,3,0,2000,8,8
CUST01081,813,1063,4,0,2000,15,15
CUST01082,723,914,4,0,2000,13,13
CUST01083,696,850,4,0,2000,13,13
CUST01084,392,441,3,0,2000,5,5
CUST01085,597,733,3,0,2000,13,13
CUST01086,777,995,5,0,2000,14,14
CUST01087,302,328,3,0,2000,6,6
CUST01088,734,906,5,0,2000,14,14
CUST01089,751,928,4,0,2000,13,14
CUST01090,544,632,4,0,2000,8,8
CUST01091,525,624,4,0,2000,9,9
CUST01092,705,892,4,0,2000,15,15
CUST01093,541,652,5,0,2000,11,11
CUST01094,598,936,11,0,2000,4,3
CUST01095,598,699,3,0,2000,10,10
CUST01096,486,566,3,0,2000,10,10
CUST01097,327,355,2,0,2000,6,6
CUST01098,569,680,3,0,2000,11,11
CUST01099,319,345,3,0,2000,6,6
CUST01100,585,698,4,0,2000,9,9
CUST01101,633,757,4,0,2000,12,12
CUST01102,317,354,3,0,2000,6,6
CUST01103,477,727,10,0,2000,4,3
CUST01104,666,1097,12,0,2000,4,3
CUST01105,492,551,3,0,2000,8,8
CUST01106,484,554,4,0,2000,9,9
CUST01107,357,399,3,0,2000,7,7
CUST01108,786,994,4,0,2000,13,13
CUST01109,319,338,3,0,2000,6,6
CUST01110,414,457,2,0,2000,6,7
CUST01111,850,1128,4,0,2000,15,15
CUST01112,604,717,3,0,2000,12,12
CUST01113,565,643,4,0,2000,9,9
CUST01114,255,275,2,0,2000,5,5
CUST01115,356,392,2,0,2000,6,6
CUST01116,429,480,3,0,2000,8,8
CUST01117,460,527,4,0,2000,9,9
CUST01118,746,936,4,0,2000,15,15
CUST01119,369,398,3,0,2000,6,6
CUST01120,711,921,5,0,2000,12,13
CUST01121,772,984,4,0,2000,15,15
CUST01122,344,370,3,0,2000,5,5
CUST01123,473,529,3,0,2000,7,7
CUST01124,381,422,3,0,2000,5,5
CUST01125,262,282,3,0,2000,5,5
CUST01126,307,342,3,0,2000,6,6
CUST01127,801,1018,4,0,2000,15,15
CUST01128,610,717,4,0,2000,13,13
CUST01129,479,543,3,0,2000,10,10
CUST01130,516,595,4,0,2000,9,8
CUST01131,397,461,3,0,2000,8,8
CUST01132,645,766,4,0,2000,11,10
CUST01133,480,557,3,0,2000,6,6
CUST01134,435,498,3,0,2000,7,7
CUST01135,755,958,4,0,2000,14,15
CUST01136,467,544,4,0,2000,9,9
CUST01137,350,398,3,0,2000,7,7
CUST01138,425,471,3,0,2000,7,7
CUST01139,470,717,10,0,2000,4,3
CUST01140,748,1195,12,0,2000,4,3
CUST01141,680,825,4,0,2000,13,13
CUST01142,626,755,3,0,2000,12,12
CUST01143,648,831,6,0,2000,14,14
CUST01144,766,966,4,0,2000,15,15
CUST01145,690,840,3,0,2000,12,11
CUST01146,595,706,3,0,2000,9,9
CUST01147,771,976,4,0,2000,13,13
CUST01148,759,970,4,0,2000,14,14
CUST01149,444,490,3,0,2000,8,8
CUST01150,432,485,3,0,2000,6,6
CUST01151,428,487,3,0,2000,7,7
CUST01152,351,380,2,0,2000,6,5
CUST01153,395,434,3,0,2000,6,6
CUST01154,643,959,10,0,2000,4,3
CUST01155,692,861,5,0,2000,15,15
CUST01156,697,837,4,0,2000,13,13
CUST01157,387,420,3,0,2000,6,6
CUST01158,356,387,3,0,2000,5,5
CUST01159,783,966,4,0,2000,12,13
CUST01160,490,566,3,0,2000,9,9
CUST01161,814,1029,4,0,2000,14,14
CUST01162,530,602,3,0,2000,8,8
CUST01163,656,800,5,0,2000,12,12
CUST01164,537,613,3,0,2000,10,10
CUST01165,577,664,4,0,2000,10,10
CUST01166,596,860,12,0,2000,4,3
CUST01167,273,299,3,0,2000,5,5
CUST01168,406,457,4,0,2000,7,7
CUST01169,644,779,4,0,2000,13,13
CUST01170,582,681,3,0,2000,10,10
CUST01171,672,805,5,0,2000,12,12
CUST01172,353,376,3,0,2000,5,5
CUST01173,438,498,4,0,2000,7,7
CUST01174,821,1069,4,0,2000,13,13
CUST01175,618,746,3,0,2000,12,12
CUST01176,296,314,2,0,2000,5,5
CUST01177,651,813,4,0,2000,14,14
CUST01178,377,420,3,0,2000,8,8
CUST01179,462,521,4,0,2000,9,9
CUST01180,660,803,4,0,2000,13,12
CUST01181,705,880,4,0,2000,14,15
CUST01182,822,1066,5,0,2000,15,15
CUST01183,654,782,4,0,2000,13,13
CUST01184,298,321,3,0,2000,5,5
CUST01185,336,371,3,0,2000,7,7
CUST01186,814,1034,4,0,2000,15,15
CUST01187,717,885,4,0,2000,14,14
CUST01188,383,424,3,0,2000,7,7
CUST01189,713,854,4,0,2000,12,12
CUST01190,668,834,4,0,2000,15,15
CUST01191,423,483,4,0,2000,8,8
CUST01192,269,289,3,0,2000,5,5
CUST01193,644,777,4,0,2000,14,14
CUST01194,481,535,3,0,2000,8,8
CUST01195,420,477,3,0,2000,9,9
CUST01196,678,824,4,0,2000,13,13
CUST01197,746,934,4,0,2000,14,14
CUST01198,575,677,4,0,2000,12,12
CUST01199,458,513,3,0,2000,7,7
CUST01200,808,1015,4,0,2000,15,15
CUST01201,570,676,3,0,2000,8,8
CUST01202,662,797,4,0,2000,14,14
CUST01203,795,989,4,0,2000,13,13
CUST01204,606,716,3,0,2000,11,11
CUST01205,707,870,5,0,2000,11,12
CUST01206,421,474,3,0,2000,7,7
CUST01207,268,290,3,0,2000,5,5
CUST01208,565,676,4,0,2000,12,12
CUST01209,521,594,4,0,2000,9,9
CUST01210,748,937,4,0,2000,15,15
CUST01211,720,889,4,0,2000,15,15
CUST01212,560,660,4,0,2000,10,10
CUST01213,680,821,4,0,2000,13,13
CUST01214,331,353,2,0,2000,6,6
CUST01215,316,345,3,0,2000,6,6
CUST01216,439,493,3,0,2000,7,7
CUST01217,652,790,5,0,2000,13,13
CUST01218,653,786,4,0,2000,12,12
CUST01219,724,909,5,0,2000,14,13
CUST01220,361,400,3,0,2000,6,6
CUST01221,380,414,3,0,2000,7,7
CUST01222,487,566,3,0,2000,9,8
CUST01223,423,477,3,0,2000,7,7
CUST01224,618,744,4,0,2000,12,12
CUST01225,755,954,4,0,2000,15,15
CUST01226,516,599,4,0,2000,9,9
CUST01227,720,934,4,0,2000,15,15
CUST01228,723,1177,11,0,2000,4,3
CUST01229,305,339,3,0,2000,6,6
CUST01230,379,413,3,0,2000,7,7
CUST01231,736,902,4,0,2000,15,14
CUST01232,670,1013,11,0,2000,4,3
CUST01233,638,768,4,0,2000,13,12
CUST01234,590,687,3,0,2000,9,9
CUST01235,601,697,3,0,2000,9,9
CUST01236,694,839,3,0,2000,12,12
CUST01237,394,450,3,0,2000,8,8
CUST01238,595,724,4,0,2000,12,12
CUST01239,441,497,4,0,2000,7,7
CUST01240,306,335,3,0,2000,6,6
CUST01241,602,729,5,0,2000,12,12
CUST01242,646,1079,12,0,2000,4,3
CUST01243,571,659,3,0,2000,11,11
CUST01244,623,736,5,0,2000,10,10
CUST01245,503,589,3,0,2000,11,11
CUST01246,443,510,3,0,2000,9,9
CUST01247,661,1090,11,0,2000,4,3
CUST01248,276,299,2,0,2000,5,5
CUST01249,626,756,4,0,2000,12,12
CUST01250,295,316,3,0,2000,6,6
CUST01251,603,911,11,0,2000,4,3
CUST01252,793,991,4,0,2000,14,14
CUST01253,438,483,3,0,2000,7,7
CUST01254,679,828,4,0,2000,15,15
CUST01255,455,525,3,0,2000,9,9
CUST01256,608,733,4,0,2000,11,11
CUST01257,603,970,10,0,2000,4,3
CUST01258,646,774,3,0,2000,11,11
CUST01259,457,528,4,0,2000,9,9
CUST01260,618,735,3,0,2000,12,12
CUST01261,504,564,3,0,2000,8,8
CUST01262,449,499,3,0,2000,8,8
CUST01263,274,289,3,0,2000,5,5
CUST01264,466,530,3,0,2000,7,7
CUST01265,644,793,4,0,2000,14,14
CUST01266,493,572,4,0,2000,8,8
CUST01267,677,830,4,0,2000,13,12
CUST01268,359,377,3,0,2000,5,5
CUST01269,463,537,4,0,2000,10,10
CUST01270,343,371,3,0,2000,6,6
CUST01271,267,284,2,0,2000,5,5
CUST01272,388,431,3,0,2000,6,6
CUST01273,402,444,3,0,2000,6,6
CUST01274,426,485,3,0,2000,7,7
CUST01275,533,616,3,0,2000,9,9
CUST01276,670,810,4,0,2000,12,12
CUST01277,625,752,3,0,2000,11,11
CUST01278,344,366,3,0,2000,5,5
CUST01279,448,504,3,0,2000,5,5
CUST01280,519,610,3,0,2000,7,7
CUST01281,644,1022,11,0,2000,4,3
CUST01282,331,349,3,0,2000,5,5
CUST01283,357,386,2,0,2000,7,7
CUST01284,704,859,3,0,2000,13,13
CUST01285,702,876,4,0,2000,13,13
CUST01286,610,731,4,0,2000,13,10
CUST01287,259,280,2,0,2000,5,5
CUST01288,704,879,5,0,2000,12,12
CUST01289,798,1029,4,0,2000,15,15
CUST01290,496,577,3,0,2000,8,8
CUST01291,531,590,3,0,2000,9,9
CUST01292,634,750,3,0,2000,10,10
CUST01293,635,761,4,0,2000,10,9
CUST01294,424,460,3,0,2000,6,6
CUST01295,677,857,4,0,2000,15,14
CUST01296,687,873,4,0,2000,13,12
CUST01297,452,516,3,0,2000,9,9
CUST01298,546,644,3,0,2000,10,10
CUST01299,565,641,4,0,2000,11,11
CUST01300,361,400,3,0,2000,7,7
CUST01301,702,1073,11,0,2000,4,3
CUST01302,704,876,4,0,2000,15,14
CUST01303,582,671,3,0,2000,9,9
CUST01304,784,1014,4,0,2000,15,15
CUST01305,608,745,4,0,2000,10,10
CUST01306,278,292,3,0,2000,5,5
CUST01307,304,332,2,0,2000,6,6
CUST01308,582,789,10,0,2000,4,3
CUST01309,564,655,4,0,2000,8,8
CUST01310,682,830,4,0,2000,10,10
CUST01311,458,515,3,0,2000,7,7
CUST01312,458,508,3,0,2000,7,7
CUST01313,758,955,4,0,2000,15,15
CUST01314,596,725,4,0,2000,13,12
CUST01315,553,648,4,0,2000,10,10
CUST01316,739,906,4,0,2000,15,15
CUST01317,532,613,4,0,2000,10,10
